vehicle_id,maintenance_date,downtime_days,predicted_downtime,next_service_date
VEH-05974,2023-08-03,1.9,2.0,2023-11-01
VEH-05974,2024-10-04,1.8,2.0,2025-01-02
VEH-05975,2024-05-17,11.3,10.66,2024-08-15
VEH-05975,2022-03-02,10.1,10.66,2022-05-31
VEH-05976,2023-06-13,14.4,9.1,2023-09-11
VEH-05976,2022-08-04,3.8,9.1,2022-11-02
VEH-05977,2022-10-01,7.8,7.81,2022-12-30
VEH-05978,2022-11-26,14.9,11.29,2023-02-24
VEH-05980,2022-11-08,10.0,8.89,2023-02-06
VEH-05981,2022-03-04,8.8,8.3,2022-06-02
VEH-05982,2024-09-06,3.9,4.12,2024-12-05
VEH-05982,2024-10-11,7.8,4.12,2025-01-09
VEH-05982,2022-03-17,4.1,4.12,2022-06-15
VEH-05983,2022-09-06,3.2,6.96,2022-12-05
VEH-05983,2024-04-04,13.4,6.96,2024-07-03
VEH-05983,2023-04-30,5.0,6.96,2023-07-29
VEH-05986,2022-07-06,11.0,7.92,2022-10-04
VEH-05986,2022-05-18,4.8,7.92,2022-08-16
VEH-05987,2023-09-26,6.1,6.98,2023-12-25
VEH-05988,2023-06-12,9.8,8.79,2023-09-10
VEH-05989,2022-06-01,10.4,12.68,2022-08-30
VEH-05989,2024-02-12,9.0,12.68,2024-05-12
VEH-05989,2024-03-16,13.9,12.68,2024-06-14
VEH-05990,2024-06-03,7.9,10.57,2024-09-01
VEH-05990,2022-05-25,13.3,10.57,2022-08-23
VEH-05991,2024-05-20,1.2,4.58,2024-08-18
VEH-05992,2023-08-26,2.4,6.42,2023-11-24
VEH-05992,2024-09-14,13.5,6.42,2024-12-13
VEH-05992,2022-08-14,4.6,6.42,2022-11-12
VEH-05993,2022-11-29,5.1,6.49,2023-02-27
VEH-05994,2024-10-11,11.4,11.5,2025-01-09
VEH-05994,2023-02-27,11.7,11.5,2023-05-28
VEH-05995,2023-06-08,3.5,4.85,2023-09-06
VEH-05995,2024-10-25,4.2,4.85,2025-01-23
VEH-05995,2023-12-07,9.6,4.85,2024-03-06
VEH-05998,2023-09-27,7.4,7.62,2023-12-26
VEH-05999,2024-08-18,9.7,8.74,2024-11-16
VEH-06000,2022-07-10,6.6,7.22,2022-10-08
VEH-06001,2022-11-06,12.3,10.01,2023-02-04
VEH-06002,2022-10-30,9.1,7.38,2023-01-28
VEH-06002,2024-08-10,5.6,7.38,2024-11-08
VEH-06003,2024-03-09,2.0,4.97,2024-06-07
VEH-06004,2024-12-18,10.9,12.72,2025-03-18
VEH-06004,2023-03-06,14.7,12.72,2023-06-04
VEH-06005,2023-07-11,10.4,9.08,2023-10-09
VEH-06006,2024-10-12,4.5,6.99,2025-01-10
VEH-06006,2024-03-15,9.4,6.99,2024-06-13
VEH-06007,2024-07-18,4.6,6.42,2024-10-16
VEH-06007,2024-02-19,13.4,6.42,2024-05-19
VEH-06007,2022-10-04,2.5,6.42,2023-01-02
VEH-06009,2024-04-10,10.0,8.89,2024-07-09
VEH-06010,2024-07-20,4.5,7.04,2024-10-18
VEH-06010,2022-09-23,9.5,7.04,2022-12-22
VEH-06011,2023-06-12,9.3,8.55,2023-09-10
VEH-06012,2022-11-30,9.1,8.45,2023-02-28
VEH-06013,2024-11-25,4.3,10.73,2025-02-23
VEH-06013,2022-04-15,12.7,10.73,2022-07-14
VEH-06013,2024-09-19,12.3,10.73,2024-12-18
VEH-06014,2022-09-22,9.9,8.51,2022-12-21
VEH-06014,2024-03-11,7.1,8.51,2024-06-09
VEH-06015,2022-11-26,2.8,5.73,2023-02-24
VEH-06015,2024-04-20,8.7,5.73,2024-07-19
VEH-06015,2022-12-20,7.6,5.73,2023-03-20
VEH-06016,2024-12-21,2.7,4.21,2025-03-21
VEH-06016,2023-07-26,1.8,4.21,2023-10-24
VEH-06016,2024-09-20,11.5,4.21,2024-12-19
VEH-06017,2022-12-11,8.4,8.1,2023-03-11
VEH-06018,2022-11-24,7.8,4.12,2023-02-22
VEH-06018,2023-07-13,1.3,4.12,2023-10-11
VEH-06018,2022-01-17,6.7,4.12,2022-04-17
VEH-06019,2024-06-22,9.7,8.74,2024-09-20
VEH-06020,2023-11-24,9.9,11.15,2024-02-22
VEH-06020,2023-01-04,12.5,11.15,2023-04-04
VEH-06021,2023-04-27,8.1,10.27,2023-07-26
VEH-06021,2022-06-28,12.5,10.27,2022-09-26
VEH-06022,2023-07-03,8.7,8.38,2023-10-01
VEH-06022,2024-07-25,6.9,8.38,2024-10-23
VEH-06022,2024-01-02,8.9,8.38,2024-04-01
VEH-06023,2024-09-26,10.3,11.36,2024-12-25
VEH-06023,2023-04-21,12.2,11.36,2023-07-20
VEH-06023,2024-03-24,8.1,11.36,2024-06-22
VEH-06024,2023-05-14,8.0,11.4,2023-08-12
VEH-06024,2024-11-10,14.9,11.4,2025-02-08
VEH-06025,2024-10-19,8.2,7.63,2025-01-17
VEH-06025,2023-01-05,7.0,7.63,2023-04-05
VEH-06026,2022-03-21,1.8,3.03,2022-06-19
VEH-06026,2023-06-15,4.0,3.03,2023-09-13
VEH-06027,2022-06-29,2.4,6.26,2022-09-27
VEH-06027,2022-07-06,10.0,6.26,2022-10-04
VEH-06028,2024-07-03,4.3,6.1,2024-10-01
VEH-06029,2023-06-09,13.9,10.8,2023-09-07
VEH-06030,2022-08-01,14.4,8.12,2022-10-30
VEH-06030,2022-12-29,1.8,8.12,2023-03-29
VEH-06031,2022-07-27,6.5,4.4,2022-10-25
VEH-06031,2023-09-28,2.1,4.4,2023-12-27
VEH-06032,2023-04-19,0.7,4.2,2023-07-18
VEH-06032,2022-04-21,7.5,4.2,2022-07-20
VEH-06033,2024-11-30,5.4,6.64,2025-02-28
VEH-06034,2024-01-11,4.1,0.74,2024-04-10
VEH-06034,2023-08-14,0.5,0.74,2023-11-12
VEH-06034,2024-05-14,4.3,0.74,2024-08-12
VEH-06035,2024-12-02,10.7,5.63,2025-03-02
VEH-06035,2024-06-13,3.8,5.63,2024-09-11
VEH-06035,2024-04-24,4.4,5.63,2024-07-23
VEH-06037,2024-06-20,4.0,5.95,2024-09-18
VEH-06038,2024-03-18,4.2,6.05,2024-06-16
VEH-06039,2022-01-27,10.2,9.49,2022-04-27
VEH-06039,2024-02-29,8.8,9.49,2024-05-29
VEH-06040,2024-06-27,14.1,10.89,2024-09-25
VEH-06041,2023-05-30,2.7,5.31,2023-08-28
VEH-06042,2023-12-12,4.8,6.34,2024-03-11
VEH-06043,2022-09-13,9.7,8.74,2022-12-12
VEH-06044,2024-12-17,4.0,3.71,2025-03-17
VEH-06044,2022-05-04,3.2,3.71,2022-08-02
VEH-06045,2024-04-03,5.1,6.49,2024-07-02
VEH-06046,2024-07-18,1.6,7.98,2024-10-16
VEH-06046,2022-01-19,12.5,7.98,2022-04-19
VEH-06046,2022-05-24,9.6,7.98,2022-08-22
VEH-06047,2023-02-20,12.7,15.52,2023-05-21
VEH-06047,2023-05-10,12.9,15.52,2023-08-08
VEH-06047,2023-05-03,13.5,15.52,2023-08-01
VEH-06048,2024-01-16,8.5,10.66,2024-04-15
VEH-06048,2024-10-29,12.9,10.66,2025-01-27
VEH-06050,2023-01-14,12.3,10.01,2023-04-14
VEH-06051,2022-04-29,8.6,6.6,2022-07-28
VEH-06051,2024-09-17,4.5,6.6,2024-12-16
VEH-06052,2022-09-11,13.3,10.5,2022-12-10
VEH-06053,2022-11-06,3.4,6.8,2023-02-04
VEH-06053,2022-10-29,10.1,6.8,2023-01-27
VEH-06055,2024-11-11,4.8,6.34,2025-02-09
VEH-06056,2022-03-28,4.0,5.95,2022-06-26
VEH-06057,2024-03-04,6.8,8.57,2024-06-02
VEH-06057,2024-06-27,4.0,8.57,2024-09-25
VEH-06057,2024-09-12,14.1,8.57,2024-12-11
VEH-06058,2024-06-25,3.7,4.3,2024-09-23
VEH-06058,2023-03-12,4.7,4.3,2023-06-10
VEH-06060,2022-08-18,9.7,8.74,2022-11-16
VEH-06061,2023-01-12,11.2,6.21,2023-04-12
VEH-06061,2023-08-31,1.1,6.21,2023-11-29
VEH-06062,2024-07-08,9.9,5.87,2024-10-06
VEH-06062,2023-05-22,1.7,5.87,2023-08-20
VEH-06063,2024-10-14,13.8,10.75,2025-01-12
VEH-06064,2024-06-21,7.1,7.47,2024-09-19
VEH-06065,2022-12-16,9.1,8.45,2023-03-16
VEH-06066,2024-02-08,7.5,10.71,2024-05-08
VEH-06066,2023-02-25,14.0,10.71,2023-05-26
VEH-06067,2023-02-16,0.9,6.6,2023-05-17
VEH-06067,2022-08-15,12.2,6.6,2022-11-13
VEH-06068,2024-08-15,15.0,11.34,2024-11-13
VEH-06069,2022-05-20,2.7,8.38,2022-08-18
VEH-06069,2024-05-26,12.1,8.38,2024-08-24
VEH-06069,2023-10-07,9.7,8.38,2024-01-05
VEH-06070,2022-10-01,6.8,4.26,2022-12-30
VEH-06070,2024-07-05,1.8,4.26,2024-10-03
VEH-06070,2022-10-31,7.5,4.26,2023-01-29
VEH-06071,2024-01-22,14.6,13.65,2024-04-21
VEH-06071,2022-01-18,12.9,13.65,2022-04-18
VEH-06072,2024-04-03,14.1,10.89,2024-07-02
VEH-06073,2022-07-13,0.9,3.73,2022-10-11
VEH-06073,2024-01-16,8.4,3.73,2024-04-15
VEH-06073,2022-04-15,5.7,3.73,2022-07-14
VEH-06074,2024-09-10,6.8,7.32,2024-12-09
VEH-06075,2023-07-14,13.6,10.65,2023-10-12
VEH-06076,2023-05-19,2.5,6.45,2023-08-17
VEH-06076,2024-05-14,10.3,6.45,2024-08-12
VEH-06077,2024-12-15,1.4,4.68,2025-03-15
VEH-06078,2024-02-25,11.5,9.62,2024-05-25
VEH-06079,2024-06-03,1.1,3.32,2024-09-01
VEH-06079,2024-09-13,5.3,3.32,2024-12-12
VEH-06081,2022-02-11,7.0,7.42,2022-05-12
VEH-06082,2024-09-19,10.1,8.94,2024-12-18
VEH-06083,2023-11-02,2.1,5.02,2024-01-31
VEH-06084,2024-12-19,1.3,4.63,2025-03-19
VEH-06085,2023-01-19,2.4,2.83,2023-04-19
VEH-06085,2023-06-27,3.0,2.83,2023-09-25
VEH-06087,2022-12-23,3.4,5.66,2023-03-23
VEH-06088,2022-10-16,0.7,4.34,2023-01-14
VEH-06089,2022-05-30,7.6,7.71,2022-08-28
VEH-06090,2022-01-31,4.3,2.73,2022-05-01
VEH-06090,2023-04-16,0.9,2.73,2023-07-15
VEH-06091,2022-01-28,6.0,4.79,2022-04-28
VEH-06091,2023-09-17,3.4,4.79,2023-12-16
VEH-06092,2023-05-12,3.7,5.8,2023-08-10
VEH-06093,2022-05-23,11.3,8.96,2022-08-21
VEH-06093,2022-06-21,10.7,8.96,2022-09-19
VEH-06093,2022-02-19,3.7,8.96,2022-05-20
VEH-06095,2022-07-19,14.8,11.24,2022-10-17
VEH-06096,2023-08-13,3.9,7.04,2023-11-11
VEH-06096,2023-12-21,10.1,7.04,2024-03-20
VEH-06097,2024-06-05,3.9,4.12,2024-09-03
VEH-06097,2024-04-02,7.0,4.12,2024-07-01
VEH-06097,2024-08-08,4.9,4.12,2024-11-06
VEH-06098,2022-02-03,12.8,12.49,2022-05-04
VEH-06098,2022-01-08,12.8,12.49,2022-04-08
VEH-06098,2022-01-24,7.3,12.49,2022-04-24
VEH-06099,2024-02-17,10.3,9.03,2024-05-17
VEH-06101,2022-07-07,13.4,9.05,2022-10-05
VEH-06101,2022-11-26,4.7,9.05,2023-02-24
VEH-06102,2022-12-08,11.2,9.48,2023-03-08
VEH-06103,2022-09-19,3.8,5.85,2022-12-18
VEH-06104,2022-05-06,2.9,5.41,2022-08-04
VEH-06105,2024-02-08,2.4,5.17,2024-05-08
VEH-06106,2022-01-04,7.6,7.71,2022-04-04
VEH-06107,2022-02-24,5.7,6.78,2022-05-25
VEH-06109,2022-02-10,9.1,6.06,2022-05-11
VEH-06109,2024-11-13,2.9,6.06,2025-02-11
VEH-06110,2023-06-29,3.8,8.33,2023-09-27
VEH-06110,2022-01-15,9.4,8.33,2022-04-15
VEH-06110,2024-09-26,11.2,8.33,2024-12-25
VEH-06111,2024-02-22,7.1,7.47,2024-05-22
VEH-06112,2024-06-19,4.3,8.75,2024-09-17
VEH-06112,2023-04-20,13.2,8.75,2023-07-19
VEH-06113,2024-10-18,5.0,5.34,2025-01-16
VEH-06113,2023-05-24,3.9,5.34,2023-08-22
VEH-06113,2024-08-23,9.4,5.34,2024-11-21
VEH-06114,2023-02-18,9.0,8.4,2023-05-19
VEH-06115,2023-08-01,3.7,5.8,2023-10-30
VEH-06116,2023-01-10,2.7,7.69,2023-04-10
VEH-06116,2022-04-11,14.0,7.69,2022-07-10
VEH-06116,2022-07-10,6.4,7.69,2022-10-08
VEH-06118,2022-03-06,8.0,7.91,2022-06-04
VEH-06119,2023-05-05,11.0,8.41,2023-08-03
VEH-06119,2023-07-27,5.8,8.41,2023-10-25
VEH-06120,2022-01-18,8.3,8.95,2022-04-18
VEH-06120,2024-05-21,9.6,8.95,2024-08-19
VEH-06123,2024-02-26,4.7,6.29,2024-05-26
VEH-06124,2024-05-28,5.8,5.72,2024-08-26
VEH-06124,2024-07-11,5.5,5.72,2024-10-09
VEH-06125,2024-09-09,10.5,10.58,2024-12-08
VEH-06125,2024-07-21,13.4,10.58,2024-10-19
VEH-06125,2023-07-24,5.1,10.58,2023-10-22
VEH-06126,2022-04-25,7.7,9.44,2022-07-24
VEH-06126,2024-05-14,11.2,9.44,2024-08-12
VEH-06127,2024-02-29,7.1,6.94,2024-05-29
VEH-06127,2022-02-17,6.7,6.94,2022-05-18
VEH-06128,2024-11-07,2.6,6.32,2025-02-05
VEH-06128,2024-11-07,8.4,6.32,2025-02-05
VEH-06128,2023-08-06,9.3,6.32,2023-11-04
VEH-06129,2023-11-05,3.1,5.51,2024-02-03
VEH-06131,2022-10-23,1.4,4.68,2023-01-21
VEH-06132,2023-05-27,2.2,5.07,2023-08-25
VEH-06133,2023-10-03,6.7,6.75,2024-01-01
VEH-06133,2022-10-21,6.7,6.75,2023-01-19
VEH-06134,2024-04-23,8.6,8.2,2024-07-22
VEH-06135,2024-07-10,10.1,8.94,2024-10-08
VEH-06137,2023-11-16,13.4,8.52,2024-02-14
VEH-06137,2024-12-04,4.6,8.52,2025-03-04
VEH-06137,2022-08-21,6.8,8.52,2022-11-19
VEH-06138,2024-09-06,6.9,9.1,2024-12-05
VEH-06138,2024-06-25,11.3,9.1,2024-09-23
VEH-06139,2023-04-25,10.0,8.89,2023-07-24
VEH-06140,2024-03-28,6.2,8.51,2024-06-26
VEH-06140,2022-12-27,10.8,8.51,2023-03-27
VEH-06141,2023-09-22,6.4,9.11,2023-12-21
VEH-06141,2022-07-02,9.2,9.11,2022-09-30
VEH-06141,2022-09-22,10.4,9.11,2022-12-21
VEH-06142,2022-12-13,5.5,4.69,2023-03-13
VEH-06142,2023-12-02,3.7,4.69,2024-03-01
VEH-06143,2023-12-09,11.0,7.58,2024-03-08
VEH-06143,2022-03-15,4.1,7.58,2022-06-13
VEH-06144,2024-01-07,9.5,8.64,2024-04-06
VEH-06145,2023-01-20,4.1,5.87,2023-04-20
VEH-06145,2024-06-25,7.5,5.87,2024-09-23
VEH-06146,2023-07-18,2.6,7.87,2023-10-16
VEH-06146,2022-08-07,13.1,7.87,2022-11-05
VEH-06148,2022-12-21,14.8,7.92,2023-03-21
VEH-06148,2022-11-08,1.0,7.92,2023-02-06
VEH-06149,2023-08-13,0.8,4.38,2023-11-11
VEH-06150,2024-08-24,1.1,4.53,2024-11-22
VEH-06151,2022-02-03,9.8,8.79,2022-05-04
VEH-06152,2023-02-07,1.8,4.17,2023-05-08
VEH-06152,2022-09-09,5.5,4.17,2022-12-08
VEH-06152,2022-07-05,8.6,4.17,2022-10-03
VEH-06153,2023-07-13,4.6,7.97,2023-10-11
VEH-06153,2024-02-09,11.3,7.97,2024-05-09
VEH-06154,2024-11-26,12.4,10.04,2025-02-24
VEH-06154,2023-09-26,12.1,10.04,2023-12-25
VEH-06154,2024-08-20,3.4,10.04,2024-11-18
VEH-06156,2023-04-24,2.2,5.07,2023-07-23
VEH-06157,2022-08-29,7.6,7.71,2022-11-27
VEH-06158,2024-06-13,13.3,10.5,2024-09-11
VEH-06159,2023-02-24,8.9,5.24,2023-05-25
VEH-06159,2022-02-07,3.8,5.24,2022-05-08
VEH-06159,2022-08-25,5.4,5.24,2022-11-23
VEH-06160,2022-11-26,1.3,4.63,2023-02-24
VEH-06161,2023-06-12,11.5,9.62,2023-09-10
VEH-06162,2024-09-12,9.9,5.57,2024-12-11
VEH-06162,2022-01-26,1.1,5.57,2022-04-26
VEH-06163,2022-11-13,14.8,11.24,2023-02-11
VEH-06165,2022-03-20,5.0,6.6,2022-06-18
VEH-06165,2023-08-18,8.1,6.6,2023-11-16
VEH-06166,2023-10-10,11.7,7.63,2024-01-08
VEH-06166,2023-12-05,3.5,7.63,2024-03-04
VEH-06167,2024-02-25,9.2,8.5,2024-05-25
VEH-06168,2023-08-02,0.6,4.29,2023-10-31
VEH-06169,2022-08-09,9.7,8.74,2022-11-07
VEH-06170,2022-02-27,0.6,5.43,2022-05-28
VEH-06170,2024-11-19,10.1,5.43,2025-02-17
VEH-06171,2024-09-12,12.1,9.89,2024-12-11
VEH-06171,2023-01-08,2.2,9.89,2023-04-08
VEH-06171,2022-10-10,13.3,9.89,2023-01-08
VEH-06172,2023-07-27,12.6,10.16,2023-10-25
VEH-06173,2024-02-28,9.6,8.69,2024-05-28
VEH-06174,2022-08-20,13.5,10.6,2022-11-18
VEH-06175,2022-11-14,10.8,8.02,2023-02-12
VEH-06175,2023-05-06,5.2,8.02,2023-08-04
VEH-06176,2022-10-06,2.4,7.64,2023-01-04
VEH-06176,2022-02-27,6.4,7.64,2022-05-28
VEH-06176,2024-01-08,14.2,7.64,2024-04-07
VEH-06177,2024-10-30,0.6,4.29,2025-01-28
VEH-06180,2024-10-26,13.8,10.75,2025-01-24
VEH-06181,2024-05-20,6.7,9.19,2024-08-18
VEH-06181,2023-12-26,11.7,9.19,2024-03-25
VEH-06182,2024-03-31,1.5,4.73,2024-06-29
VEH-06183,2024-01-04,1.6,7.98,2024-04-03
VEH-06183,2022-04-25,8.3,7.98,2022-07-24
VEH-06183,2023-12-26,13.8,7.98,2024-03-25
VEH-06185,2024-01-09,3.3,2.54,2024-04-08
VEH-06185,2023-08-24,1.5,2.54,2023-11-22
VEH-06186,2024-06-23,14.4,11.04,2024-09-21
VEH-06187,2024-03-09,11.3,9.52,2024-06-07
VEH-06188,2023-01-18,7.9,9.64,2023-04-18
VEH-06188,2024-02-27,11.4,9.64,2024-05-27
VEH-06189,2022-11-03,9.1,8.45,2023-02-01
VEH-06190,2022-04-16,14.0,9.0,2022-07-15
VEH-06190,2023-06-13,4.0,9.0,2023-09-11
VEH-06191,2024-11-09,3.2,1.77,2025-02-07
VEH-06191,2024-01-12,5.0,1.77,2024-04-11
VEH-06191,2023-10-08,2.8,1.77,2024-01-06
VEH-06192,2024-04-05,11.6,9.67,2024-07-04
VEH-06193,2024-10-23,6.8,7.32,2025-01-21
VEH-06194,2023-12-11,1.1,4.8,2024-03-10
VEH-06194,2023-04-04,3.2,4.8,2023-07-03
VEH-06194,2024-08-03,12.9,4.8,2024-11-01
VEH-06195,2024-11-09,3.5,5.71,2025-02-07
VEH-06196,2023-01-11,8.6,3.97,2023-04-11
VEH-06196,2024-06-27,4.4,3.97,2024-09-25
VEH-06196,2022-01-16,2.5,3.97,2022-04-16
VEH-06197,2022-11-19,10.3,11.15,2023-02-17
VEH-06197,2023-10-11,12.1,11.15,2024-01-09
VEH-06199,2022-09-07,7.3,7.57,2022-12-06
VEH-06200,2024-06-10,6.1,6.98,2024-09-08
VEH-06201,2022-07-17,7.5,7.66,2022-10-15
VEH-06202,2024-08-16,4.9,6.89,2024-11-14
VEH-06202,2024-12-29,8.8,6.89,2025-03-29
VEH-06204,2023-08-16,14.5,9.83,2023-11-14
VEH-06204,2023-10-21,5.2,9.83,2024-01-19
VEH-06205,2023-02-12,2.8,4.25,2023-05-13
VEH-06205,2023-04-20,5.5,4.25,2023-07-19
VEH-06206,2024-01-19,4.2,8.41,2024-04-18
VEH-06206,2022-07-16,12.6,8.41,2022-10-14
VEH-06207,2024-01-10,9.6,8.69,2024-04-09
VEH-06208,2023-02-10,6.0,6.93,2023-05-11
VEH-06209,2023-10-17,13.3,12.54,2024-01-15
VEH-06209,2023-08-15,13.5,12.54,2023-11-13
VEH-06209,2022-12-22,6.2,12.54,2023-03-22
VEH-06211,2023-12-24,1.7,1.41,2024-03-23
VEH-06211,2024-06-15,0.8,1.41,2024-09-13
VEH-06212,2024-08-12,6.3,7.08,2024-11-10
VEH-06214,2023-10-23,12.3,11.05,2024-01-21
VEH-06214,2022-06-09,9.9,11.05,2022-09-07
VEH-06215,2022-12-31,0.7,5.83,2023-03-31
VEH-06215,2023-07-29,11.0,5.83,2023-10-27
VEH-06215,2024-05-09,7.6,5.83,2024-08-07
VEH-06217,2023-10-20,12.8,10.26,2024-01-18
VEH-06218,2022-05-25,5.2,7.24,2022-08-23
VEH-06218,2022-11-22,9.2,7.24,2023-02-20
VEH-06219,2022-01-18,10.4,9.08,2022-04-18
VEH-06220,2023-07-05,14.2,10.94,2023-10-03
VEH-06221,2023-03-17,0.9,1.28,2023-06-15
VEH-06221,2024-08-30,5.1,1.28,2024-11-28
VEH-06221,2022-10-12,4.0,1.28,2023-01-10
VEH-06222,2022-07-27,9.1,7.14,2022-10-25
VEH-06222,2024-04-20,5.1,7.14,2024-07-19
VEH-06223,2024-10-10,9.7,13.37,2025-01-08
VEH-06223,2022-05-02,12.7,13.37,2022-07-31
VEH-06223,2023-01-25,12.3,13.37,2023-04-25
VEH-06224,2022-10-19,12.2,9.96,2023-01-17
VEH-06225,2023-08-02,3.5,5.71,2023-10-31
VEH-06226,2024-11-19,13.1,8.96,2025-02-17
VEH-06226,2022-10-24,1.0,8.96,2023-01-22
VEH-06226,2022-08-20,11.6,8.96,2022-11-18
VEH-06227,2022-09-20,1.2,4.58,2022-12-19
VEH-06228,2022-12-20,11.9,9.82,2023-03-20
VEH-06229,2023-08-19,0.7,1.26,2023-11-17
VEH-06229,2023-03-24,1.5,1.26,2023-06-22
VEH-06231,2023-11-08,2.7,5.31,2024-02-06
VEH-06232,2024-03-28,5.7,4.02,2024-06-26
VEH-06232,2023-12-29,8.7,4.02,2024-03-28
VEH-06232,2023-05-29,1.2,4.02,2023-08-27
VEH-06233,2023-09-09,4.9,9.01,2023-12-08
VEH-06233,2024-12-07,14.0,9.01,2025-03-07
VEH-06233,2024-12-17,6.9,9.01,2025-03-17
VEH-06234,2022-01-28,2.7,8.17,2022-04-28
VEH-06234,2023-01-24,13.6,8.17,2023-04-24
VEH-06235,2023-10-12,6.5,7.17,2024-01-10
VEH-06236,2022-11-19,11.8,9.77,2023-02-17
VEH-06237,2024-07-11,8.2,8.01,2024-10-09
VEH-06238,2022-07-19,9.5,8.64,2022-10-17
VEH-06239,2024-10-02,2.4,5.17,2024-12-31
VEH-06240,2022-02-13,2.2,-0.68,2022-05-14
VEH-06240,2023-01-29,0.7,-0.68,2023-04-29
VEH-06240,2023-09-11,3.1,-0.68,2023-12-10
VEH-06241,2022-08-12,1.0,4.48,2022-11-10
VEH-06242,2024-09-25,5.3,6.59,2024-12-24
VEH-06243,2023-08-21,1.5,1.36,2023-11-19
VEH-06243,2023-09-15,0.9,1.36,2023-12-14
VEH-06244,2022-08-14,3.7,7.48,2022-11-12
VEH-06244,2022-07-18,11.2,7.48,2022-10-16
VEH-06245,2024-08-27,3.4,5.66,2024-11-25
VEH-06246,2024-01-10,6.5,7.17,2024-04-09
VEH-06247,2023-05-03,2.4,5.17,2023-08-01
VEH-06249,2022-02-23,7.8,7.81,2022-05-24
VEH-06250,2022-03-12,11.5,8.07,2022-06-10
VEH-06250,2022-11-19,4.6,8.07,2023-02-17
VEH-06251,2023-08-27,5.3,6.59,2023-11-25
VEH-06253,2024-12-01,12.4,6.99,2025-03-01
VEH-06253,2022-05-18,1.5,6.99,2022-08-16
VEH-06254,2024-08-17,12.7,15.42,2024-11-15
VEH-06254,2023-01-18,11.9,15.42,2023-04-18
VEH-06254,2023-11-20,14.3,15.42,2024-02-18
VEH-06255,2024-03-23,10.8,14.1,2024-06-21
VEH-06255,2023-08-03,12.7,14.1,2023-11-01
VEH-06255,2024-07-10,12.7,14.1,2024-10-08
VEH-06256,2023-11-19,8.2,8.01,2024-02-17
VEH-06258,2022-10-25,0.7,2.73,2023-01-23
VEH-06258,2023-01-06,4.5,2.73,2023-04-06
VEH-06260,2023-10-11,6.2,10.08,2024-01-09
VEH-06260,2024-07-04,14.0,10.08,2024-10-02
VEH-06261,2023-02-09,13.9,10.8,2023-05-10
VEH-06264,2022-10-21,11.1,9.43,2023-01-19
VEH-06265,2024-06-03,3.6,0.89,2024-09-01
VEH-06265,2022-04-26,1.9,0.89,2022-07-25
VEH-06265,2024-07-12,3.7,0.89,2024-10-10
VEH-06266,2022-03-08,3.7,9.0,2022-06-06
VEH-06266,2023-01-13,14.3,9.0,2023-04-13
VEH-06267,2022-07-22,5.5,6.69,2022-10-20
VEH-06269,2022-06-28,14.0,10.87,2022-09-26
VEH-06269,2023-05-04,14.7,10.87,2023-08-02
VEH-06269,2022-12-17,0.9,10.87,2023-03-17
VEH-06270,2022-02-28,11.1,12.62,2022-05-29
VEH-06270,2023-07-03,14.3,12.62,2023-10-01
VEH-06271,2024-06-19,3.2,3.17,2024-09-17
VEH-06271,2023-10-06,2.9,3.17,2024-01-04
VEH-06272,2023-06-03,2.7,5.31,2023-09-01
VEH-06273,2024-09-25,2.7,2.15,2024-12-24
VEH-06273,2022-11-26,1.3,2.15,2023-02-24
VEH-06274,2024-03-14,1.7,4.82,2024-06-12
VEH-06275,2022-07-27,4.7,3.08,2022-10-25
VEH-06275,2024-08-19,1.2,3.08,2024-11-17
VEH-06276,2022-08-30,7.7,7.76,2022-11-28
VEH-06277,2024-09-16,3.8,2.73,2024-12-15
VEH-06277,2024-05-16,1.4,2.73,2024-08-14
VEH-06278,2024-07-13,10.0,8.89,2024-10-11
VEH-06279,2024-06-08,6.3,8.96,2024-09-06
VEH-06279,2024-04-09,14.7,8.96,2024-07-08
VEH-06279,2023-08-11,4.7,8.96,2023-11-09
VEH-06280,2023-07-13,5.6,7.69,2023-10-11
VEH-06280,2024-05-16,3.0,7.69,2024-08-14
VEH-06280,2022-12-30,14.5,7.69,2023-03-30
VEH-06281,2022-08-11,12.7,10.21,2022-11-09
VEH-06282,2024-08-12,1.8,8.23,2024-11-10
VEH-06282,2024-02-17,8.0,8.23,2024-05-17
VEH-06282,2024-03-11,14.4,8.23,2024-06-09
VEH-06283,2024-05-03,1.4,6.06,2024-08-01
VEH-06283,2024-01-23,10.6,6.06,2024-04-22
VEH-06284,2022-12-28,9.4,7.38,2023-03-28
VEH-06284,2024-11-30,5.3,7.38,2025-02-28
VEH-06285,2022-06-18,13.9,8.56,2022-09-16
VEH-06285,2023-11-02,3.2,8.56,2024-01-31
VEH-06286,2023-06-11,11.0,11.95,2023-09-09
VEH-06286,2023-06-14,9.7,11.95,2023-09-12
VEH-06286,2024-08-15,11.1,11.95,2024-11-13
VEH-06287,2024-08-25,4.0,5.95,2024-11-23
VEH-06288,2022-03-09,13.0,11.15,2022-06-07
VEH-06288,2024-06-09,9.4,11.15,2024-09-07
VEH-06289,2023-08-04,10.9,9.84,2023-11-02
VEH-06289,2024-01-05,8.0,9.84,2024-04-04
VEH-06289,2024-02-05,8.6,9.84,2024-05-05
VEH-06291,2023-09-23,9.0,3.92,2023-12-22
VEH-06291,2024-03-16,5.2,3.92,2024-06-14
