vehicle_id,now_incident_count,now_total_claim_amt_inr,now_total_downtime_inc_days,now_total_repair_cost_inr,future_incident_count,future_total_claim_amt_inr,future_total_downtime_inc_days,future_total_repair_cost_inr
VEH-04137,2,62000.75,8.6,97697.83,4,77465.55,11.1,110724.15
VEH-04138,3,138659.44,14.4,146310.59,5,172426.23,18.1,166622.16
VEH-04139,2,143054.06,9.5,92332.35,3,174137.18,11.0,102376.27
VEH-04140,3,84399.66,10.8,16895.0,4,106539.67,13.7,20657.53
VEH-04141,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04142,1,51797.37,4.8,38324.2,3,66221.76,5.5,43847.01
VEH-04143,3,160780.88,11.7,40591.47,3,175082.5,13.7,43746.56
VEH-04144,1,56331.48,3.9,41544.31,3,67691.18,5.0,47117.34
VEH-04145,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04146,2,32742.29,1.5,106023.24,3,37934.1,1.9,112363.52
VEH-04147,1,72424.9,3.6,5941.02,2,87746.4,4.4,6450.16
VEH-04148,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04149,2,109380.26,8.6,64247.06,2,125064.55,10.8,73174.35
VEH-04150,1,60064.65,3.7,44171.09,1,74854.96,4.2,56495.27
VEH-04151,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04152,1,25093.0,3.8,18167.86,3,28221.22,4.3,21381.81
VEH-04153,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04154,1,40199.87,1.2,38335.89,1,45524.91,1.3,40566.95
VEH-04155,2,46711.79,1.1,24817.64,3,59495.59,1.5,27423.89
VEH-04156,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04157,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04158,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04159,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04160,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04161,4,281398.64,5.1,100477.53,5,324390.3,5.4,127324.32
VEH-04162,2,12997.48,8.0,57905.32,3,16215.18,10.5,61324.41
VEH-04163,2,100694.59,9.6,24707.64,4,128778.36,12.1,28363.56
VEH-04164,3,117617.1,10.4,133876.07,5,145374.09,11.2,169896.42
VEH-04165,5,335669.76,8.2,179966.28,6,390855.35,10.0,215525.16
VEH-04166,4,198095.34,17.9,148447.92,4,222134.58,23.4,198311.25
VEH-04167,1,40587.47,1.6,19405.31,2,50822.28,1.9,24675.81
VEH-04168,1,54310.75,2.2,6201.31,2,64566.44,2.6,8043.61
VEH-04169,2,29990.35,9.9,11095.29,2,32719.7,12.6,12257.75
VEH-04170,1,21305.09,1.2,13003.37,2,24551.88,1.5,13700.88
VEH-04171,1,13255.47,0.6,34727.77,3,15648.23,0.8,42696.14
VEH-04172,1,32589.19,0.9,57874.98,1,36959.57,1.2,68134.83
VEH-04173,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04174,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04175,1,75679.2,4.9,9412.43,3,91441.72,6.4,10922.79
VEH-04176,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04177,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04178,1,63890.27,3.8,49691.67,1,80540.45,5.2,63766.2
VEH-04179,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04180,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04181,1,24672.05,4.8,40710.07,2,31038.75,5.3,53516.48
VEH-04182,1,21855.28,2.7,53763.48,2,24011.01,3.2,71355.11
VEH-04183,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04184,1,79538.68,2.0,54088.71,3,97191.59,2.4,67137.37
VEH-04185,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04186,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04187,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04188,1,30106.1,2.3,6001.71,2,35588.77,2.7,6587.93
VEH-04189,2,38587.26,5.1,27842.22,3,44841.69,7.1,35484.96
VEH-04190,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04191,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04192,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04193,1,52460.81,4.0,15282.64,2,67652.41,4.8,16913.46
VEH-04194,2,87247.57,7.2,99128.37,4,104929.62,9.7,133631.62
VEH-04195,2,129283.75,4.2,7968.48,2,149046.69,5.0,9784.86
VEH-04196,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04197,2,67299.06,9.0,35468.45,2,72198.04,10.5,44694.34
VEH-04198,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04199,2,122229.35,7.0,14204.61,2,138641.85,9.3,16096.11
VEH-04200,1,18500.2,4.0,35231.96,2,20904.14,5.3,40430.03
VEH-04201,2,117952.86,3.9,67218.41,2,132352.34,5.2,86249.75
VEH-04202,3,233051.7,6.4,29835.89,3,301332.25,8.3,36115.49
VEH-04203,2,15145.11,3.2,92328.86,4,19267.95,4.2,99669.95
VEH-04204,2,158317.94,6.5,110959.88,2,180331.83,8.0,146051.31
VEH-04205,1,17788.76,2.6,35408.89,2,21337.17,2.8,45846.13
VEH-04206,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04207,1,16861.97,4.0,40583.01,1,20391.67,4.5,54539.39
VEH-04208,2,57864.88,5.9,71542.65,3,63448.64,7.3,76824.43
VEH-04209,2,63837.5,7.3,69342.43,3,70806.15,10.1,78701.32
VEH-04210,1,76126.33,2.1,21700.44,2,91772.79,2.4,23592.62
VEH-04211,1,77194.34,3.9,42456.32,2,98189.76,4.9,48665.92
VEH-04212,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04213,2,80572.42,4.3,98625.54,4,103402.69,6.0,104770.01
VEH-04214,1,11761.91,3.3,26657.34,3,13513.06,4.5,29657.17
VEH-04215,1,38134.91,1.1,11086.14,1,43287.88,1.5,13004.92
VEH-04216,1,9695.91,2.2,4911.26,3,11078.38,2.6,6267.06
VEH-04217,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04218,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04219,2,88064.97,7.0,105538.43,3,111419.82,7.5,138913.62
VEH-04220,1,54964.22,1.1,25978.46,2,65847.71,1.5,34656.26
VEH-04221,1,24591.23,4.7,37404.54,1,29898.9,6.5,45490.06
VEH-04222,1,55000.03,4.8,58994.38,3,63459.84,6.3,66600.3
VEH-04223,2,103579.49,9.2,32893.8,2,109546.01,11.7,43905.7
VEH-04224,1,57422.49,3.2,8049.33,2,61495.18,4.4,10716.22
VEH-04225,1,15320.52,4.6,8378.71,3,18199.43,6.0,9371.09
VEH-04226,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04227,2,18254.59,1.4,42606.99,4,21820.08,1.7,55607.19
VEH-04228,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04229,2,115253.08,7.7,92747.14,4,128126.5,9.5,103569.55
VEH-04230,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04231,3,202674.58,8.3,93133.77,4,219952.52,10.2,120412.46
VEH-04232,2,33423.7,10.0,98935.62,4,41834.36,11.7,121160.19
VEH-04233,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04234,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04235,2,37385.77,1.4,15796.12,4,44306.21,1.6,16630.57
VEH-04236,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04237,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04238,1,72996.38,3.3,34311.8,1,93105.41,4.4,46037.47
VEH-04239,1,21243.41,4.0,24277.81,2,26644.36,4.4,27106.86
VEH-04240,1,39248.33,0.6,19562.62,1,48552.8,0.7,26366.56
VEH-04241,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04242,1,51282.52,1.3,24082.97,2,59562.53,1.4,30830.13
VEH-04243,1,53194.87,2.0,31485.3,3,65502.82,2.2,34885.33
VEH-04244,2,146884.11,1.0,76680.41,2,186018.76,1.3,84132.1
VEH-04245,1,44485.29,2.2,32559.7,3,56181.91,2.7,38463.27
VEH-04246,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04247,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04248,3,42230.61,5.1,166533.31,3,46532.67,6.3,189694.31
VEH-04249,1,45617.86,1.8,57908.99,3,54501.6,2.3,77412.5
VEH-04250,2,22952.94,1.8,71444.32,3,27841.92,2.3,91233.61
VEH-04251,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04252,2,84531.46,8.4,75787.28,4,95966.46,11.4,101722.64
VEH-04253,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04254,2,54252.97,6.5,118657.89,4,63648.7,8.4,157775.4
VEH-04255,3,76901.36,4.7,45424.84,5,95806.2,6.3,52438.81
VEH-04256,2,77480.53,7.2,79630.75,2,100505.6,7.8,85834.24
VEH-04257,1,14451.69,4.8,31077.1,2,18600.33,5.8,35924.46
VEH-04258,1,20837.25,3.2,48584.3,2,22874.45,4.2,52143.51
VEH-04259,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04260,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04261,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04262,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04263,1,35302.71,1.1,38813.43,1,39218.98,1.2,43639.53
VEH-04264,3,24174.9,2.2,137248.99,4,27812.95,2.6,181182.6
VEH-04265,1,8440.04,0.7,13452.22,1,9277.82,0.9,16381.8
VEH-04266,1,66900.97,1.4,15026.4,2,82712.79,1.7,17384.03
VEH-04267,1,72667.21,4.6,45731.89,2,77902.26,6.1,53782.64
VEH-04268,3,41489.2,2.1,21233.94,5,51008.09,2.4,25324.72
VEH-04269,1,8781.9,3.5,12734.41,1,9653.07,4.6,17076.64
VEH-04270,1,11030.18,3.4,50284.75,3,12811.75,3.9,53903.07
VEH-04271,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04272,1,14140.16,3.9,26804.44,1,17955.51,4.6,33130.23
VEH-04273,1,63462.94,4.3,6484.95,1,70673.16,4.9,6858.02
VEH-04274,1,42548.48,3.8,37275.42,2,51960.89,4.9,40830.93
VEH-04275,1,8719.61,1.8,55595.3,1,9238.61,2.0,61347.28
VEH-04276,1,67254.31,3.0,3223.69,2,70997.62,3.8,3760.71
VEH-04277,1,13731.4,4.0,31086.73,1,16458.0,5.4,33318.44
VEH-04278,1,63984.26,2.5,39328.07,1,75089.44,3.3,41946.2
VEH-04279,2,69174.36,5.8,106592.63,3,79598.53,6.4,122903.93
VEH-04280,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04281,2,64619.02,3.3,77384.18,3,69109.94,3.8,88498.22
VEH-04282,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04283,1,51984.28,2.4,58108.16,2,58964.61,3.2,78305.41
VEH-04284,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04285,2,71599.31,9.9,37626.29,3,83071.24,11.0,49986.64
VEH-04286,3,203582.87,5.4,148776.99,3,229119.09,7.0,183406.97
VEH-04287,2,52863.09,3.1,78620.9,2,66966.25,4.2,101792.14
VEH-04288,2,74993.91,9.5,62021.37,3,92924.04,10.3,82925.93
VEH-04289,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04290,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04291,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04292,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04293,2,68884.92,6.4,104811.36,3,85310.84,8.1,127629.85
VEH-04294,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04295,1,71650.48,2.6,21907.79,1,85184.0,3.0,27513.14
VEH-04296,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04297,1,76998.86,0.5,4268.29,3,82492.95,0.6,5464.49
VEH-04298,5,361155.69,13.7,289786.76,5,389032.31,18.7,331532.74
VEH-04299,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04300,1,34509.7,4.0,50858.6,1,39150.4,5.1,63107.21
VEH-04301,2,66450.06,7.9,14385.92,2,73998.63,8.3,17361.58
VEH-04302,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04303,1,74121.42,2.0,29772.16,1,92766.91,2.4,32712.67
VEH-04304,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04305,2,97133.86,3.7,23525.43,2,121457.59,4.7,28888.91
VEH-04306,1,67550.19,2.5,47529.93,1,75797.45,3.2,57045.54
VEH-04307,2,90373.32,2.8,95244.36,2,111568.38,3.7,100124.85
VEH-04308,6,444641.9,18.5,350025.53,6,526732.84,24.9,455572.31
VEH-04309,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04310,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04311,2,65491.18,6.0,9256.81,4,70748.0,8.1,9737.52
VEH-04312,4,314744.94,3.0,56027.48,6,357339.46,3.2,62476.8
VEH-04313,1,23829.5,4.0,10384.99,1,26227.1,4.3,10905.31
VEH-04314,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04315,1,23277.43,4.8,44068.8,2,26164.41,5.3,46783.6
VEH-04316,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04317,1,45182.75,2.4,32973.89,2,52935.88,3.3,38925.42
VEH-04318,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04319,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04320,4,23798.5,15.8,189584.84,6,28101.62,16.6,221779.11
VEH-04321,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04322,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04323,1,22074.23,1.2,13064.05,3,24785.3,1.3,17354.79
VEH-04324,1,38161.43,0.6,42869.96,2,47816.83,0.7,57339.71
VEH-04325,4,32480.62,5.9,48625.53,5,35948.66,6.7,63431.11
VEH-04326,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04327,1,42293.54,4.8,34421.58,3,49907.23,5.3,39827.87
VEH-04328,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04329,1,76313.66,4.6,33326.55,3,82097.55,5.0,43565.82
VEH-04330,1,55997.4,2.6,29968.19,3,66189.76,2.9,36000.33
VEH-04331,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04332,1,69878.34,2.9,21921.23,3,83510.39,3.6,24707.81
VEH-04333,2,127141.36,7.4,50424.61,2,149675.26,8.5,55711.13
VEH-04334,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04335,1,21729.26,4.3,31246.86,1,24556.2,5.2,39725.62
VEH-04336,2,50407.82,5.9,83152.87,3,58587.74,7.1,90050.79
VEH-04337,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04338,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04339,3,219948.98,11.7,12839.95,5,281537.86,16.0,13950.17
VEH-04340,3,78689.9,4.3,134912.47,5,99762.04,4.5,168547.26
VEH-04341,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04342,2,134943.94,1.9,117147.17,4,166127.18,2.6,134471.96
VEH-04343,3,215055.25,6.7,151227.31,4,228607.35,8.9,197698.71
VEH-04344,1,66218.89,3.8,8860.38,3,81744.59,4.8,11763.25
VEH-04345,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04346,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04347,1,79838.6,1.4,9713.03,2,98358.38,1.7,12027.58
VEH-04348,1,43025.95,1.8,13897.55,1,46309.64,2.3,17035.1
VEH-04349,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04350,1,48701.46,3.9,57566.78,3,60787.91,5.4,69438.37
VEH-04351,2,30890.7,4.7,40172.66,2,40143.3,6.2,52159.2
VEH-04352,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04353,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04354,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04355,1,31469.55,2.5,36170.66,3,37666.08,3.0,44948.12
VEH-04356,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04357,2,90513.34,5.4,35734.77,4,107414.88,6.1,37815.21
VEH-04358,2,49040.45,1.3,105492.07,2,53697.68,1.6,116955.11
VEH-04359,1,37402.22,3.8,48628.4,2,45946.38,4.6,58169.59
VEH-04360,2,12171.32,7.0,44574.9,4,14880.18,9.5,48110.99
VEH-04361,2,23841.35,5.3,49442.31,4,25528.87,7.3,64259.76
VEH-04362,1,43997.64,0.7,13217.24,2,49960.43,1.0,15052.74
VEH-04363,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04364,3,22661.86,14.3,18802.69,3,28916.15,19.8,21222.44
VEH-04365,2,72353.16,9.9,47327.73,4,85244.41,12.6,56374.88
VEH-04366,2,86309.66,5.6,58046.73,3,95693.46,6.1,73982.07
VEH-04367,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04368,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04369,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04370,2,92010.12,5.9,20733.45,3,107758.16,7.0,25586.89
VEH-04371,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04372,1,17115.36,1.7,19604.02,2,21963.32,2.1,23034.6
VEH-04373,1,52016.72,0.7,39957.31,1,57465.13,1.0,48954.14
VEH-04374,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04375,1,43223.6,1.8,10507.77,3,53089.05,2.2,13403.83
VEH-04376,3,199412.06,10.1,132182.08,5,254283.39,12.3,141027.32
VEH-04377,4,235343.0,11.3,124429.39,4,290628.53,14.3,141810.34
VEH-04378,1,5534.87,1.2,48334.79,2,6674.85,1.7,63606.42
VEH-04379,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04380,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04381,4,264717.94,16.7,41858.16,5,278760.49,20.9,48798.1
VEH-04382,5,38733.47,8.8,238237.58,5,47066.92,9.9,284921.29
VEH-04383,1,35808.23,4.9,56125.16,2,37770.54,5.6,67491.46
VEH-04384,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04385,2,37067.61,3.1,27220.04,4,46639.43,3.9,36021.67
VEH-04386,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04387,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04388,2,93053.12,4.9,104462.75,4,120337.75,5.7,127583.96
VEH-04389,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04390,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04391,1,45354.42,2.9,47088.22,2,55241.89,3.5,62256.47
VEH-04392,2,104469.81,3.3,28353.97,2,123690.19,3.7,31964.82
VEH-04393,1,16759.82,4.6,26844.3,1,19747.0,6.2,36092.15
VEH-04394,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04395,1,42184.99,0.6,34824.81,3,44490.52,0.8,42113.84
VEH-04396,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04397,2,100928.15,2.1,63720.46,3,114729.09,2.4,85389.86
VEH-04398,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04399,2,79037.63,7.7,18682.31,3,83398.33,10.2,25018.14
VEH-04400,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04401,4,40367.55,13.9,171413.2,4,43128.74,15.1,207144.72
VEH-04402,1,34778.49,2.2,16330.31,1,44036.25,2.8,17992.77
VEH-04403,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04404,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04405,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04406,4,37609.42,16.5,204183.12,5,42662.92,17.4,225535.3
VEH-04407,3,168600.12,14.1,42570.8,5,213016.91,19.6,45944.96
VEH-04408,2,34159.43,8.1,36250.38,4,38344.31,10.9,38338.74
VEH-04409,1,25058.44,2.1,31751.18,2,29736.47,2.8,42572.97
VEH-04410,1,18482.85,3.6,26619.26,3,20218.22,4.6,28895.78
VEH-04411,2,150426.78,1.2,15554.87,4,191168.55,1.5,17117.39
VEH-04412,1,31516.06,1.0,43463.43,2,33882.4,1.4,49647.52
VEH-04413,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04414,1,65345.33,0.5,36693.29,2,83599.07,0.6,38944.93
VEH-04415,2,136357.5,1.3,73105.0,2,170494.75,1.7,97390.03
VEH-04416,1,22416.98,3.4,4807.52,2,25694.16,3.9,5138.8
VEH-04417,1,69396.44,4.7,16418.47,3,72952.73,5.3,18725.11
VEH-04418,3,214302.53,11.0,104668.94,4,264316.12,14.7,113651.74
VEH-04419,2,137642.97,1.4,41237.48,3,158655.22,1.9,49647.15
VEH-04420,1,66530.84,2.7,58796.0,2,73893.35,3.6,63400.07
VEH-04421,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04422,2,88612.33,5.5,55739.72,3,113729.93,7.7,60924.36
VEH-04423,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04424,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04425,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04426,2,20193.85,2.4,35201.59,4,25092.68,2.7,37419.33
VEH-04427,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04428,2,22826.24,4.9,96381.71,4,25615.25,5.9,115806.82
VEH-04429,3,64044.33,3.0,67148.05,4,70782.6,4.0,72968.48
VEH-04430,2,124879.67,1.9,37039.41,4,144965.92,2.6,43353.61
VEH-04431,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04432,1,66894.83,2.3,59806.65,1,72461.44,2.7,79525.72
VEH-04433,1,25360.98,2.4,50846.4,1,30305.69,3.3,63182.3
VEH-04434,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04435,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04436,1,39382.32,3.7,30425.6,3,49791.68,4.7,33603.62
VEH-04437,2,111138.55,3.9,29409.91,2,141853.15,5.2,37934.88
VEH-04438,2,145201.13,7.3,65066.23,3,175580.07,8.6,79798.59
VEH-04439,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04440,2,46826.92,7.6,118629.26,3,58498.08,9.7,143106.02
VEH-04441,2,30532.84,4.6,17870.73,4,33104.5,4.9,21079.94
VEH-04442,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04443,2,124609.13,1.4,102293.39,2,149838.2,1.9,119657.96
VEH-04444,2,110826.81,9.5,62089.92,2,126097.1,11.3,77464.16
VEH-04445,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04446,1,9187.4,1.3,24980.31,1,11837.46,1.5,31415.23
VEH-04447,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04448,2,101252.69,7.6,25650.09,3,112535.7,10.3,31368.43
VEH-04449,3,105847.97,14.2,137866.31,4,120045.94,17.3,161386.4
VEH-04450,1,62968.96,3.4,59594.36,3,67884.22,4.4,72320.97
VEH-04451,1,31900.37,4.1,20993.56,3,34905.58,4.5,24553.94
VEH-04452,1,43387.96,0.6,16591.48,3,46835.11,0.8,19521.39
VEH-04453,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04454,1,23526.17,2.5,36781.43,1,26211.29,3.0,39386.98
VEH-04455,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04456,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04457,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04458,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04459,5,373565.7,15.6,249165.65,6,478941.33,19.5,267180.73
VEH-04460,3,136791.85,10.4,94360.65,5,168821.74,13.7,120437.78
VEH-04461,1,26336.73,1.0,28612.88,2,30198.75,1.2,35369.92
VEH-04462,1,14037.34,3.1,15172.51,3,17469.57,3.6,15985.67
VEH-04463,1,45607.49,4.6,58335.81,1,57086.09,5.8,63829.83
VEH-04464,1,68377.95,4.5,49976.23,1,86037.36,4.9,52904.8
VEH-04465,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04466,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04467,1,18024.18,4.7,30437.51,2,21581.95,5.2,33126.1
VEH-04468,2,147047.33,9.0,84103.58,2,175878.94,10.8,93917.03
VEH-04469,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04470,1,29424.17,2.5,15491.53,3,31341.57,3.0,20842.51
VEH-04471,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04472,0,0.0,0.0,0.0,2,0.0,0.0,0.0
VEH-04473,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04474,2,149140.38,3.7,34866.36,3,177630.89,5.0,40750.04
VEH-04475,1,8496.88,2.8,39660.69,1,10604.55,3.6,49579.86
VEH-04476,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04477,2,125900.57,8.9,17770.75,3,155905.96,11.2,23304.87
VEH-04478,1,34964.56,1.6,35720.22,2,36949.52,2.0,40590.0
VEH-04479,2,98364.74,7.1,36225.33,4,118822.24,9.1,41416.65
VEH-04480,1,32277.47,3.7,50453.85,1,35471.23,5.1,56121.18
VEH-04481,1,22448.53,1.4,35438.06,3,24424.67,1.5,42612.82
VEH-04482,1,34810.27,0.8,11083.44,3,39933.32,1.1,13932.94
VEH-04483,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04484,3,235108.58,14.4,19418.43,3,294578.89,20.0,24677.72
VEH-04485,1,46590.5,3.6,9980.02,1,55239.5,5.0,12207.35
VEH-04486,2,40246.08,8.4,78689.67,4,42511.52,11.0,94331.31
VEH-04487,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04488,2,23955.96,7.1,27901.65,3,27518.65,7.7,37215.72
VEH-04489,1,49852.34,4.3,53194.17,2,64193.46,5.2,70295.55
VEH-04490,2,98719.38,3.2,26472.84,4,112947.45,3.8,29207.97
VEH-04491,1,49685.33,4.2,21217.44,2,57482.85,5.3,24097.46
VEH-04492,1,73783.56,2.0,58463.81,1,95018.3,2.7,64491.81
VEH-04493,2,22208.23,4.3,62431.16,3,26990.4,5.5,65700.41
VEH-04494,2,126456.98,9.3,97912.35,3,164278.15,13.0,131639.94
VEH-04495,3,131561.29,13.0,27828.71,4,164874.16,16.2,37212.26
VEH-04496,1,43178.7,3.4,22611.84,3,46844.16,4.2,28381.92
VEH-04497,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04498,3,65335.86,6.6,48550.78,3,74322.55,8.5,51767.05
VEH-04499,0,0.0,0.0,0.0,1,0.0,0.0,0.0
VEH-04500,1,54643.2,2.5,29810.05,2,58362.56,3.4,31787.42
VEH-04501,2,39419.23,4.5,38539.32,4,44287.23,5.1,44922.89
VEH-04502,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04503,0,0.0,0.0,0.0,0,0.0,0.0,0.0
VEH-04504,1,78979.32,4.1,4386.75,2,102172.27,4.5,5379.34
VEH-04505,0,0.0,0.0,0.0,0,0.0,0.0,0.0
