maintenance_id,vehicle_id,maintenance_date,maintenance_type,maintenance_code,cost_inr,downtime_days,description,now_maint_count,now_total_maint_cost,now_avg_parts_cost,now_avg_labor_cost,now_total_downtime_days,future_maint_count,future_total_maint_cost,future_avg_parts_cost,future_avg_labor_cost,future_total_downtime_days
MNT-008155,VEH-05698,2022-03-19,Preventive,INS-001,300.0,8.1,Electrical wiring inspection,3,900.0,165.0,135.0,34.8,3,1204.67,181.5,148.5,42.2
MNT-008156,VEH-05699,2023-08-05,Corrective,CM-001,300.0,1.0,Tyre rotation and alignment,2,600.0,165.0,135.0,10.1,3,692.63,181.5,148.5,11.6
MNT-008157,VEH-05699,2022-07-10,Inspection,PM-001,300.0,9.1,Clutch adjustment,2,600.0,165.0,135.0,10.1,3,788.16,181.5,148.5,11.6
MNT-008158,VEH-05700,2022-12-31,Overhaul,CM-002,300.0,5.2,Clutch adjustment,1,300.0,165.0,135.0,5.2,1,364.65,181.5,148.5,7.8
MNT-008159,VEH-05702,2022-07-07,Corrective,OVH-001,300.0,12.0,Engine oil and filter replacement,2,600.0,165.0,135.0,21.7,2,732.41,181.5,148.5,33.7
MNT-008160,VEH-05702,2022-01-15,Corrective,OVH-002,300.0,9.7,Coolant flush and refill,2,600.0,165.0,135.0,21.7,2,800.99,181.5,148.5,33.7
MNT-008161,VEH-05703,2022-09-12,Corrective,PM-001,300.0,14.0,Chassis lubrication,2,600.0,165.0,135.0,21.7,3,833.3,181.5,148.5,29.5
MNT-008162,VEH-05703,2024-03-02,Preventive,PM-001,300.0,7.7,Suspension overhaul,2,600.0,165.0,135.0,21.7,3,682.8,181.5,148.5,29.5
MNT-008163,VEH-05706,2024-07-04,Preventive,INS-001,300.0,13.4,Air filter replacement,1,300.0,165.0,135.0,13.4,1,367.86,181.5,148.5,16.7
MNT-008164,VEH-05707,2022-10-11,Corrective,EM-001,300.0,5.0,Clutch adjustment,2,600.0,165.0,135.0,17.0,2,746.57,181.5,148.5,21.6
MNT-008165,VEH-05707,2022-05-09,Emergency,INS-001,300.0,12.0,Engine oil and filter replacement,2,600.0,165.0,135.0,17.0,2,727.74,181.5,148.5,21.6
MNT-008166,VEH-05708,2023-11-20,Preventive,PM-001,300.0,9.1,Brake pad replacement,3,900.0,165.0,135.0,22.8,4,1088.06,181.5,148.5,34.3
MNT-008167,VEH-05708,2024-01-04,Inspection,PM-001,300.0,12.4,Air filter replacement,3,900.0,165.0,135.0,22.8,4,1004.11,181.5,148.5,34.3
MNT-008168,VEH-05708,2024-04-11,Corrective,INS-001,300.0,1.3,Battery check and replacement,3,900.0,165.0,135.0,22.8,4,1175.1,181.5,148.5,34.3
MNT-008169,VEH-05709,2024-01-16,Corrective,PM-001,300.0,12.3,Hydraulic system check,2,600.0,165.0,135.0,19.8,3,738.52,181.5,148.5,28.2
MNT-008170,VEH-05709,2023-04-10,Preventive,CM-001,300.0,7.5,Annual safety inspection,2,600.0,165.0,135.0,19.8,3,695.06,181.5,148.5,28.2
MNT-008171,VEH-05710,2024-05-07,Overhaul,OVH-001,300.0,8.5,Emergency breakdown repair,2,600.0,165.0,135.0,16.4,3,806.89,181.5,148.5,25.6
MNT-008172,VEH-05710,2022-01-11,Inspection,EM-001,300.0,7.9,Tyre rotation and alignment,2,600.0,165.0,135.0,16.4,3,804.46,181.5,148.5,25.6
MNT-008173,VEH-05711,2022-01-16,Inspection,CM-001,300.0,9.4,Clutch adjustment,1,300.0,165.0,135.0,9.4,1,373.78,181.5,148.5,12.6
MNT-008174,VEH-05712,2024-10-11,Corrective,CM-001,300.0,14.8,Suspension overhaul,1,300.0,165.0,135.0,14.8,1,356.86,181.5,148.5,22.3
MNT-008175,VEH-05713,2023-12-21,Preventive,INS-001,300.0,7.0,AC servicing,3,900.0,165.0,135.0,23.1,4,1162.29,181.5,148.5,34.1
MNT-008176,VEH-05713,2023-06-13,Corrective,EM-001,300.0,1.8,Tyre rotation and alignment,3,900.0,165.0,135.0,23.1,4,1067.8,181.5,148.5,34.1
MNT-008177,VEH-05713,2022-04-13,Preventive,CM-002,300.0,14.3,Annual safety inspection,3,900.0,165.0,135.0,23.1,4,1053.72,181.5,148.5,34.1
MNT-008178,VEH-05714,2022-03-25,Emergency,CM-002,300.0,14.5,Electrical wiring inspection,1,300.0,165.0,135.0,14.5,1,395.75,181.5,148.5,18.4
MNT-008179,VEH-05715,2023-07-30,Corrective,OVH-002,300.0,5.9,Clutch adjustment,2,600.0,165.0,135.0,15.4,3,667.26,181.5,148.5,18.8
MNT-008180,VEH-05715,2023-03-03,Inspection,INS-001,300.0,9.5,Transmission fluid change,2,600.0,165.0,135.0,15.4,3,677.06,181.5,148.5,18.8
MNT-008181,VEH-05716,2024-11-04,Inspection,CM-002,300.0,8.9,Hydraulic system check,2,600.0,165.0,135.0,11.4,3,661.22,181.5,148.5,12.6
MNT-008182,VEH-05716,2023-05-31,Preventive,PM-002,300.0,2.5,Clutch adjustment,2,600.0,165.0,135.0,11.4,3,687.53,181.5,148.5,12.6
MNT-008183,VEH-05717,2023-07-05,Preventive,OVH-001,300.0,1.2,Electrical wiring inspection,1,300.0,165.0,135.0,1.2,1,336.21,181.5,148.5,1.5
MNT-008184,VEH-05718,2023-03-10,Corrective,PM-001,300.0,1.4,Air filter replacement,1,300.0,165.0,135.0,1.4,1,419.62,181.5,148.5,1.6
MNT-008185,VEH-05720,2024-05-21,Emergency,PM-002,300.0,2.5,Transmission fluid change,3,900.0,165.0,135.0,26.9,4,1067.98,181.5,148.5,35.9
MNT-008186,VEH-05720,2024-07-23,Corrective,INS-001,300.0,14.7,Hydraulic system check,3,900.0,165.0,135.0,26.9,4,1030.3,181.5,148.5,35.9
MNT-008187,VEH-05720,2023-05-23,Preventive,PM-001,300.0,9.7,Coolant flush and refill,3,900.0,165.0,135.0,26.9,4,1055.07,181.5,148.5,35.9
MNT-008188,VEH-05721,2023-07-25,Preventive,PM-002,300.0,2.2,Radiator flush,3,900.0,165.0,135.0,15.0,4,1242.75,181.5,148.5,18.6
MNT-008189,VEH-05721,2023-01-29,Inspection,OVH-002,300.0,10.8,Electrical wiring inspection,3,900.0,165.0,135.0,15.0,4,1130.44,181.5,148.5,18.6
MNT-008190,VEH-05721,2022-11-18,Preventive,PM-002,300.0,2.0,Transmission fluid change,3,900.0,165.0,135.0,15.0,4,1088.5,181.5,148.5,18.6
MNT-008191,VEH-05723,2024-06-06,Overhaul,CM-002,300.0,8.9,Annual safety inspection,1,300.0,165.0,135.0,8.9,1,408.61,181.5,148.5,12.0
MNT-008192,VEH-05724,2022-03-22,Inspection,CM-002,300.0,9.5,Radiator flush,1,300.0,165.0,135.0,9.5,1,365.55,181.5,148.5,10.6
MNT-008193,VEH-05725,2022-07-25,Corrective,PM-002,300.0,4.0,Clutch adjustment,1,300.0,165.0,135.0,4.0,1,360.15,181.5,148.5,4.9
MNT-008194,VEH-05726,2024-12-01,Inspection,CM-002,300.0,4.8,Coolant flush and refill,1,300.0,165.0,135.0,4.8,1,348.66,181.5,148.5,7.5
MNT-008195,VEH-05727,2023-04-07,Preventive,OVH-002,300.0,6.0,Emergency breakdown repair,3,900.0,165.0,135.0,23.5,3,1092.01,181.5,148.5,28.7
MNT-008196,VEH-05727,2023-09-10,Emergency,CM-002,300.0,11.0,Brake pad replacement,3,900.0,165.0,135.0,23.5,3,1075.5,181.5,148.5,28.7
MNT-008197,VEH-05727,2024-03-20,Emergency,CM-001,300.0,6.5,Chassis lubrication,3,900.0,165.0,135.0,23.5,3,1172.87,181.5,148.5,28.7
MNT-008198,VEH-05728,2024-01-16,Preventive,OVH-001,300.0,3.4,Coolant flush and refill,2,600.0,165.0,135.0,5.8,2,712.12,181.5,148.5,6.6
MNT-008199,VEH-05728,2022-05-11,Overhaul,PM-002,300.0,2.4,AC servicing,2,600.0,165.0,135.0,5.8,2,763.9,181.5,148.5,6.6
MNT-008200,VEH-05729,2022-06-11,Emergency,INS-001,300.0,1.3,Coolant flush and refill,2,600.0,165.0,135.0,8.1,2,671.86,181.5,148.5,9.2
MNT-008201,VEH-05729,2024-09-03,Emergency,PM-002,300.0,6.8,Transmission fluid change,2,600.0,165.0,135.0,8.1,2,694.43,181.5,148.5,9.2
MNT-008202,VEH-05730,2022-11-14,Emergency,INS-001,300.0,13.1,Annual safety inspection,1,300.0,165.0,135.0,13.1,1,366.67,181.5,148.5,17.6
MNT-008203,VEH-05731,2022-06-01,Overhaul,CM-001,300.0,0.6,Electrical wiring inspection,2,600.0,165.0,135.0,8.6,3,828.65,181.5,148.5,13.5
MNT-008204,VEH-05731,2023-07-17,Preventive,PM-002,300.0,8.0,Transmission fluid change,2,600.0,165.0,135.0,8.6,3,727.91,181.5,148.5,13.5
MNT-008205,VEH-05732,2024-09-24,Overhaul,CM-002,300.0,9.7,Electrical wiring inspection,2,600.0,165.0,135.0,21.3,2,779.53,181.5,148.5,33.0
MNT-008206,VEH-05732,2023-10-24,Corrective,PM-002,300.0,11.6,Battery check and replacement,2,600.0,165.0,135.0,21.3,2,705.92,181.5,148.5,33.0
MNT-008207,VEH-05733,2024-06-07,Inspection,PM-001,300.0,10.6,Engine oil and filter replacement,1,300.0,165.0,135.0,10.6,1,341.43,181.5,148.5,14.5
MNT-008208,VEH-05734,2023-04-07,Inspection,OVH-002,300.0,7.3,Tyre rotation and alignment,1,300.0,165.0,135.0,7.3,1,335.27,181.5,148.5,8.9
MNT-008209,VEH-05735,2024-01-23,Preventive,EM-001,300.0,13.4,Emergency breakdown repair,3,900.0,165.0,135.0,31.0,4,1072.46,181.5,148.5,43.6
MNT-008210,VEH-05735,2023-08-03,Emergency,PM-001,300.0,5.1,Hydraulic system check,3,900.0,165.0,135.0,31.0,4,1032.57,181.5,148.5,43.6
MNT-008211,VEH-05735,2022-07-04,Corrective,CM-001,300.0,12.5,Electrical wiring inspection,3,900.0,165.0,135.0,31.0,4,1036.98,181.5,148.5,43.6
MNT-008212,VEH-05736,2023-01-16,Corrective,CM-001,300.0,4.8,Electrical wiring inspection,3,900.0,165.0,135.0,27.3,4,1195.41,181.5,148.5,42.6
MNT-008213,VEH-05736,2024-01-06,Preventive,CM-002,300.0,13.5,Electrical wiring inspection,3,900.0,165.0,135.0,27.3,4,994.28,181.5,148.5,42.6
MNT-008214,VEH-05736,2024-09-12,Inspection,EM-001,300.0,9.0,Transmission fluid change,3,900.0,165.0,135.0,27.3,4,1140.61,181.5,148.5,42.6
MNT-008215,VEH-05738,2023-01-20,Corrective,INS-001,300.0,7.4,Electrical wiring inspection,1,300.0,165.0,135.0,7.4,1,364.15,181.5,148.5,11.8
MNT-008216,VEH-05739,2023-01-05,Corrective,OVH-001,300.0,1.4,Electrical wiring inspection,3,900.0,165.0,135.0,12.6,3,1126.77,181.5,148.5,15.2
MNT-008217,VEH-05739,2023-06-08,Corrective,INS-001,300.0,5.7,Electrical wiring inspection,3,900.0,165.0,135.0,12.6,3,1141.96,181.5,148.5,15.2
MNT-008218,VEH-05739,2024-04-08,Corrective,OVH-001,300.0,5.5,Chassis lubrication,3,900.0,165.0,135.0,12.6,3,1074.61,181.5,148.5,15.2
MNT-008219,VEH-05741,2024-01-14,Emergency,INS-001,300.0,5.4,Battery check and replacement,3,900.0,165.0,135.0,24.4,4,1069.68,181.5,148.5,30.0
MNT-008220,VEH-05741,2024-12-20,Overhaul,PM-001,300.0,4.4,Emergency breakdown repair,3,900.0,165.0,135.0,24.4,4,1188.02,181.5,148.5,30.0
MNT-008221,VEH-05741,2023-06-01,Emergency,INS-001,300.0,14.6,Suspension overhaul,3,900.0,165.0,135.0,24.4,4,1225.24,181.5,148.5,30.0
MNT-008222,VEH-05742,2023-03-10,Overhaul,PM-002,300.0,13.0,Tyre rotation and alignment,2,600.0,165.0,135.0,25.6,2,694.66,181.5,148.5,39.2
MNT-008223,VEH-05742,2023-04-02,Preventive,CM-002,300.0,12.6,Tyre rotation and alignment,2,600.0,165.0,135.0,25.6,2,677.57,181.5,148.5,39.2
MNT-008224,VEH-05743,2023-01-17,Preventive,OVH-001,300.0,13.8,Emergency breakdown repair,2,600.0,165.0,135.0,25.3,3,821.6,181.5,148.5,32.1
MNT-008225,VEH-05743,2024-05-09,Corrective,INS-001,300.0,11.5,Emergency breakdown repair,2,600.0,165.0,135.0,25.3,3,722.98,181.5,148.5,32.1
MNT-008226,VEH-05744,2023-02-28,Preventive,PM-001,300.0,9.7,Chassis lubrication,2,600.0,165.0,135.0,14.9,2,759.24,181.5,148.5,20.5
MNT-008227,VEH-05744,2023-05-24,Corrective,PM-002,300.0,5.2,Coolant flush and refill,2,600.0,165.0,135.0,14.9,2,724.72,181.5,148.5,20.5
MNT-008228,VEH-05745,2024-10-22,Preventive,PM-001,300.0,13.6,Electrical wiring inspection,3,900.0,165.0,135.0,35.7,4,1023.97,181.5,148.5,53.3
MNT-008229,VEH-05745,2024-09-08,Preventive,PM-001,300.0,8.1,Brake pad replacement,3,900.0,165.0,135.0,35.7,4,1149.12,181.5,148.5,53.3
MNT-008230,VEH-05745,2023-07-16,Corrective,PM-001,300.0,14.0,Clutch adjustment,3,900.0,165.0,135.0,35.7,4,1131.79,181.5,148.5,53.3
MNT-008231,VEH-05746,2024-04-20,Emergency,PM-002,300.0,3.5,Hydraulic system check,1,300.0,165.0,135.0,3.5,1,348.27,181.5,148.5,4.3
MNT-008232,VEH-05747,2024-02-14,Corrective,CM-001,300.0,4.0,Hydraulic system check,3,900.0,165.0,135.0,26.4,4,1112.0,181.5,148.5,40.1
MNT-008233,VEH-05747,2023-03-08,Inspection,EM-001,300.0,8.8,Fuel system cleaning,3,900.0,165.0,135.0,26.4,4,1205.18,181.5,148.5,40.1
MNT-008234,VEH-05747,2023-09-29,Inspection,INS-001,300.0,13.6,Coolant flush and refill,3,900.0,165.0,135.0,26.4,4,1149.42,181.5,148.5,40.1
MNT-008235,VEH-05748,2022-01-31,Emergency,EM-001,300.0,8.1,Brake pad replacement,1,300.0,165.0,135.0,8.1,1,338.72,181.5,148.5,10.5
MNT-008236,VEH-05749,2024-08-15,Corrective,CM-001,300.0,9.2,Clutch adjustment,2,600.0,165.0,135.0,22.7,3,758.64,181.5,148.5,26.7
MNT-008237,VEH-05749,2023-01-14,Overhaul,PM-001,300.0,13.5,Transmission fluid change,2,600.0,165.0,135.0,22.7,3,786.49,181.5,148.5,26.7
MNT-008238,VEH-05750,2024-04-30,Overhaul,CM-001,300.0,3.5,Coolant flush and refill,2,600.0,165.0,135.0,10.6,3,802.69,181.5,148.5,14.8
MNT-008239,VEH-05750,2022-03-23,Overhaul,OVH-001,300.0,7.1,Coolant flush and refill,2,600.0,165.0,135.0,10.6,3,773.24,181.5,148.5,14.8
MNT-008240,VEH-05751,2023-11-28,Preventive,OVH-002,300.0,2.5,Brake pad replacement,1,300.0,165.0,135.0,2.5,1,343.74,181.5,148.5,2.9
MNT-008241,VEH-05752,2022-01-26,Overhaul,EM-001,300.0,5.8,Chassis lubrication,1,300.0,165.0,135.0,5.8,1,393.92,181.5,148.5,7.4
MNT-008242,VEH-05754,2024-11-14,Corrective,CM-001,300.0,2.3,Electrical wiring inspection,1,300.0,165.0,135.0,2.3,1,390.96,181.5,148.5,3.4
MNT-008243,VEH-05755,2024-11-15,Emergency,CM-002,300.0,7.7,Suspension overhaul,1,300.0,165.0,135.0,7.7,1,332.2,181.5,148.5,8.7
MNT-008244,VEH-05756,2024-10-31,Inspection,OVH-002,300.0,1.3,Radiator flush,1,300.0,165.0,135.0,1.3,1,367.06,181.5,148.5,1.7
MNT-008245,VEH-05757,2023-04-22,Overhaul,OVH-001,300.0,14.9,Air filter replacement,3,900.0,165.0,135.0,40.5,4,1079.9,181.5,148.5,49.3
MNT-008246,VEH-05757,2024-06-18,Inspection,PM-001,300.0,13.2,AC servicing,3,900.0,165.0,135.0,40.5,4,1170.74,181.5,148.5,49.3
MNT-008247,VEH-05757,2024-06-24,Overhaul,OVH-001,300.0,12.4,Brake pad replacement,3,900.0,165.0,135.0,40.5,4,1048.36,181.5,148.5,49.3
MNT-008248,VEH-05758,2023-02-20,Inspection,OVH-002,300.0,10.8,Fuel system cleaning,1,300.0,165.0,135.0,10.8,1,383.18,181.5,148.5,12.8
MNT-008249,VEH-05759,2024-04-07,Emergency,PM-001,300.0,3.3,Suspension overhaul,2,600.0,165.0,135.0,6.699999999999999,2,824.38,181.5,148.5,9.5
MNT-008250,VEH-05759,2024-09-16,Overhaul,CM-001,300.0,3.4,Fuel system cleaning,2,600.0,165.0,135.0,6.699999999999999,2,803.6,181.5,148.5,9.5
MNT-008251,VEH-05761,2024-08-02,Preventive,CM-002,300.0,6.8,Air filter replacement,1,300.0,165.0,135.0,6.8,1,412.93,181.5,148.5,9.5
MNT-008252,VEH-05762,2022-10-16,Overhaul,INS-001,300.0,6.2,Electrical wiring inspection,1,300.0,165.0,135.0,6.2,1,418.07,181.5,148.5,7.0
MNT-008253,VEH-05763,2022-05-30,Emergency,OVH-002,300.0,6.9,Electrical wiring inspection,1,300.0,165.0,135.0,6.9,1,330.96,181.5,148.5,11.0
MNT-008254,VEH-05764,2023-11-25,Overhaul,EM-001,300.0,8.3,Air filter replacement,3,900.0,165.0,135.0,22.6,4,1158.14,181.5,148.5,29.2
MNT-008255,VEH-05764,2024-11-21,Preventive,PM-001,300.0,3.3,Engine oil and filter replacement,3,900.0,165.0,135.0,22.6,4,1101.47,181.5,148.5,29.2
MNT-008256,VEH-05764,2024-06-17,Overhaul,OVH-001,300.0,11.0,Tyre rotation and alignment,3,900.0,165.0,135.0,22.6,4,1222.16,181.5,148.5,29.2
MNT-008257,VEH-05765,2024-09-01,Emergency,INS-001,300.0,12.3,Hydraulic system check,2,600.0,165.0,135.0,26.1,3,705.33,181.5,148.5,40.5
MNT-008258,VEH-05765,2022-05-16,Corrective,INS-001,300.0,13.8,Engine oil and filter replacement,2,600.0,165.0,135.0,26.1,3,836.59,181.5,148.5,40.5
MNT-008259,VEH-05766,2022-02-26,Corrective,PM-001,300.0,10.5,Emergency breakdown repair,1,300.0,165.0,135.0,10.5,1,385.23,181.5,148.5,12.9
MNT-008260,VEH-05767,2023-02-15,Inspection,OVH-001,300.0,3.0,Chassis lubrication,3,900.0,165.0,135.0,10.6,3,1204.26,181.5,148.5,11.7
MNT-008261,VEH-05767,2024-08-28,Preventive,CM-002,300.0,4.1,Battery check and replacement,3,900.0,165.0,135.0,10.6,3,1013.11,181.5,148.5,11.7
MNT-008262,VEH-05767,2023-11-25,Overhaul,CM-002,300.0,3.5,AC servicing,3,900.0,165.0,135.0,10.6,3,1039.53,181.5,148.5,11.7
MNT-008263,VEH-05768,2022-09-15,Overhaul,INS-001,300.0,13.0,Emergency breakdown repair,1,300.0,165.0,135.0,13.0,1,398.26,181.5,148.5,16.4
MNT-008264,VEH-05769,2023-07-10,Corrective,OVH-001,300.0,7.8,Chassis lubrication,2,600.0,165.0,135.0,19.0,2,663.96,181.5,148.5,29.4
MNT-008265,VEH-05769,2024-12-02,Corrective,CM-002,300.0,11.2,Battery check and replacement,2,600.0,165.0,135.0,19.0,2,807.04,181.5,148.5,29.4
MNT-008266,VEH-05771,2024-06-17,Emergency,PM-001,300.0,12.9,Electrical wiring inspection,2,600.0,165.0,135.0,19.1,2,662.51,181.5,148.5,26.2
MNT-008267,VEH-05771,2024-08-09,Preventive,PM-001,300.0,6.2,Radiator flush,2,600.0,165.0,135.0,19.1,2,778.28,181.5,148.5,26.2
MNT-008268,VEH-05773,2022-05-28,Corrective,PM-002,300.0,13.3,Fuel system cleaning,2,600.0,165.0,135.0,16.7,2,725.72,181.5,148.5,22.2
MNT-008269,VEH-05773,2022-12-01,Overhaul,OVH-001,300.0,3.4,Engine oil and filter replacement,2,600.0,165.0,135.0,16.7,2,770.07,181.5,148.5,22.2
MNT-008270,VEH-05774,2024-07-03,Emergency,OVH-001,300.0,8.5,Air filter replacement,2,600.0,165.0,135.0,21.1,3,785.29,181.5,148.5,30.6
MNT-008271,VEH-05774,2023-02-23,Overhaul,OVH-001,300.0,12.6,Brake pad replacement,2,600.0,165.0,135.0,21.1,3,721.65,181.5,148.5,30.6
MNT-008272,VEH-05775,2024-07-22,Overhaul,PM-002,300.0,7.1,Fuel system cleaning,2,600.0,165.0,135.0,20.2,3,679.43,181.5,148.5,24.4
MNT-008273,VEH-05775,2022-09-08,Inspection,OVH-001,300.0,13.1,Chassis lubrication,2,600.0,165.0,135.0,20.2,3,672.54,181.5,148.5,24.4
MNT-008274,VEH-05777,2024-11-08,Corrective,CM-002,300.0,1.4,Coolant flush and refill,3,900.0,165.0,135.0,9.9,4,1149.01,181.5,148.5,15.6
MNT-008275,VEH-05777,2024-09-15,Preventive,EM-001,300.0,4.6,Battery check and replacement,3,900.0,165.0,135.0,9.9,4,1130.58,181.5,148.5,15.6
MNT-008276,VEH-05777,2024-12-04,Emergency,OVH-001,300.0,3.9,AC servicing,3,900.0,165.0,135.0,9.9,4,1190.39,181.5,148.5,15.6
MNT-008277,VEH-05778,2024-12-25,Corrective,PM-002,300.0,3.1,Brake pad replacement,1,300.0,165.0,135.0,3.1,1,375.88,181.5,148.5,4.8
MNT-008278,VEH-05779,2022-03-13,Corrective,OVH-002,300.0,12.4,Electrical wiring inspection,2,600.0,165.0,135.0,21.8,3,736.04,181.5,148.5,30.9
MNT-008279,VEH-05779,2024-10-03,Preventive,EM-001,300.0,9.4,Radiator flush,2,600.0,165.0,135.0,21.8,3,731.66,181.5,148.5,30.9
MNT-008280,VEH-05780,2022-06-26,Corrective,PM-001,300.0,5.2,Coolant flush and refill,1,300.0,165.0,135.0,5.2,1,332.38,181.5,148.5,8.1
MNT-008281,VEH-05781,2022-03-12,Preventive,CM-002,300.0,13.1,Engine oil and filter replacement,2,600.0,165.0,135.0,16.4,2,720.4,181.5,148.5,21.9
MNT-008282,VEH-05781,2024-01-21,Inspection,PM-001,300.0,3.3,Coolant flush and refill,2,600.0,165.0,135.0,16.4,2,835.68,181.5,148.5,21.9
MNT-008283,VEH-05782,2022-11-14,Inspection,CM-002,300.0,0.5,AC servicing,1,300.0,165.0,135.0,0.5,1,408.62,181.5,148.5,0.7
MNT-008284,VEH-05783,2022-04-21,Inspection,CM-002,300.0,1.5,Clutch adjustment,2,600.0,165.0,135.0,7.8,3,719.29,181.5,148.5,8.9
MNT-008285,VEH-05783,2023-06-17,Corrective,EM-001,300.0,6.3,Coolant flush and refill,2,600.0,165.0,135.0,7.8,3,765.8,181.5,148.5,8.9
MNT-008286,VEH-05784,2023-12-24,Inspection,PM-002,300.0,2.9,AC servicing,2,600.0,165.0,135.0,4.1,3,812.51,181.5,148.5,6.5
MNT-008287,VEH-05784,2022-08-29,Inspection,PM-001,300.0,1.2,Transmission fluid change,2,600.0,165.0,135.0,4.1,3,739.43,181.5,148.5,6.5
MNT-008288,VEH-05785,2024-02-01,Inspection,CM-002,300.0,1.7,Tyre rotation and alignment,2,600.0,165.0,135.0,7.3,2,663.23,181.5,148.5,9.1
MNT-008289,VEH-05785,2023-08-21,Preventive,CM-001,300.0,5.6,Brake pad replacement,2,600.0,165.0,135.0,7.3,2,673.41,181.5,148.5,9.1
MNT-008290,VEH-05786,2024-11-08,Preventive,EM-001,300.0,7.2,Clutch adjustment,2,600.0,165.0,135.0,9.2,3,751.87,181.5,148.5,10.4
MNT-008291,VEH-05786,2022-05-28,Inspection,OVH-002,300.0,2.0,Chassis lubrication,2,600.0,165.0,135.0,9.2,3,834.5,181.5,148.5,10.4
MNT-008292,VEH-05788,2023-05-27,Corrective,CM-001,300.0,14.1,Fuel system cleaning,2,600.0,165.0,135.0,15.8,3,784.78,181.5,148.5,23.3
MNT-008293,VEH-05788,2022-10-09,Corrective,CM-002,300.0,1.7,Annual safety inspection,2,600.0,165.0,135.0,15.8,3,672.76,181.5,148.5,23.3
MNT-008294,VEH-05789,2024-10-19,Overhaul,PM-002,300.0,3.1,Battery check and replacement,2,600.0,165.0,135.0,13.0,2,694.08,181.5,148.5,20.7
MNT-008295,VEH-05789,2023-07-16,Corrective,OVH-002,300.0,9.9,Suspension overhaul,2,600.0,165.0,135.0,13.0,2,798.84,181.5,148.5,20.7
MNT-008296,VEH-05790,2024-06-15,Preventive,OVH-002,300.0,1.5,Fuel system cleaning,2,600.0,165.0,135.0,2.8,2,811.46,181.5,148.5,3.5
MNT-008297,VEH-05790,2022-09-05,Inspection,CM-002,300.0,1.3,Coolant flush and refill,2,600.0,165.0,135.0,2.8,2,771.19,181.5,148.5,3.5
MNT-008298,VEH-05791,2022-05-12,Emergency,CM-001,300.0,0.8,Battery check and replacement,3,900.0,165.0,135.0,15.3,4,1163.99,181.5,148.5,22.2
MNT-008299,VEH-05791,2022-09-07,Emergency,PM-002,300.0,11.3,Air filter replacement,3,900.0,165.0,135.0,15.3,4,997.65,181.5,148.5,22.2
MNT-008300,VEH-05791,2023-08-03,Emergency,INS-001,300.0,3.2,Engine oil and filter replacement,3,900.0,165.0,135.0,15.3,4,1213.7,181.5,148.5,22.2
MNT-008301,VEH-05793,2023-06-06,Preventive,CM-001,300.0,4.2,Battery check and replacement,1,300.0,165.0,135.0,4.2,1,400.94,181.5,148.5,5.4
MNT-008302,VEH-05794,2024-02-08,Preventive,EM-001,300.0,5.3,Emergency breakdown repair,1,300.0,165.0,135.0,5.3,1,353.31,181.5,148.5,7.8
MNT-008303,VEH-05795,2022-01-06,Overhaul,CM-001,300.0,7.9,Annual safety inspection,1,300.0,165.0,135.0,7.9,1,393.78,181.5,148.5,10.9
MNT-008304,VEH-05796,2024-11-27,Corrective,CM-001,300.0,3.0,Hydraulic system check,1,300.0,165.0,135.0,3.0,1,349.34,181.5,148.5,4.2
MNT-008305,VEH-05799,2024-02-19,Inspection,OVH-002,300.0,9.2,Radiator flush,2,600.0,165.0,135.0,20.9,3,667.26,181.5,148.5,24.8
MNT-008306,VEH-05799,2023-02-22,Emergency,CM-001,300.0,11.7,Annual safety inspection,2,600.0,165.0,135.0,20.9,3,696.2,181.5,148.5,24.8
MNT-008307,VEH-05801,2022-05-03,Preventive,CM-002,300.0,5.1,Tyre rotation and alignment,3,900.0,165.0,135.0,29.8,4,1038.23,181.5,148.5,35.1
MNT-008308,VEH-05801,2022-11-18,Preventive,INS-001,300.0,11.5,Radiator flush,3,900.0,165.0,135.0,29.8,4,1081.19,181.5,148.5,35.1
MNT-008309,VEH-05801,2022-10-03,Emergency,CM-002,300.0,13.2,Chassis lubrication,3,900.0,165.0,135.0,29.8,4,1102.98,181.5,148.5,35.1
MNT-008310,VEH-05802,2024-08-25,Preventive,CM-002,300.0,2.0,Tyre rotation and alignment,2,600.0,165.0,135.0,13.4,2,751.54,181.5,148.5,20.3
MNT-008311,VEH-05802,2024-12-06,Preventive,EM-001,300.0,11.4,Tyre rotation and alignment,2,600.0,165.0,135.0,13.4,2,745.82,181.5,148.5,20.3
MNT-008312,VEH-05803,2022-08-01,Corrective,PM-002,300.0,6.1,Brake pad replacement,2,600.0,165.0,135.0,18.0,3,708.72,181.5,148.5,23.0
MNT-008313,VEH-05803,2022-01-10,Inspection,PM-002,300.0,11.9,Air filter replacement,2,600.0,165.0,135.0,18.0,3,665.25,181.5,148.5,23.0
MNT-008314,VEH-05804,2024-08-23,Emergency,OVH-001,300.0,9.1,Emergency breakdown repair,2,600.0,165.0,135.0,20.9,2,768.92,181.5,148.5,30.3
MNT-008315,VEH-05804,2024-11-13,Preventive,CM-002,300.0,11.8,Battery check and replacement,2,600.0,165.0,135.0,20.9,2,731.23,181.5,148.5,30.3
MNT-008316,VEH-05805,2024-06-11,Corrective,CM-002,300.0,4.9,Hydraulic system check,3,900.0,165.0,135.0,12.7,4,1070.64,181.5,148.5,18.5
