vehicle_id,vehicle_type,make,model_name,model_year,department,fuel_type,purchase_price_inr,odometer_km,vehicle_age_yrs,status_now,status_future,fleet_degradation_now,fleet_degradation_future
VEH-05808,Dump Truck,BharatBenz,1617R,2013,PUBLIC WORKS,Diesel,1492000,90971,11,In Service,In Service,0.5008,0.5575
VEH-05809,SUV,Toyota,Innova Crysta,2020,POLICE DEPARTMENT,Diesel,5938000,88078,4,Active,Active,0.474,0.523
VEH-05810,Aerial Ladder Truck,Tata,LPT 2518,2023,FIRE DEPARTMENT,CNG,2555000,9355,1,Active,Active,0.0889,0.1451
VEH-05811,Inspection Van,Maruti Suzuki,Eeco,2022,WATER DEPARTMENT,Diesel,4849000,42250,2,Under Maintenance,Under Maintenance,0.255,0.3732
VEH-05812,Tipper Truck,Tata,Prima 3130.K,2013,PUBLIC WORKS,Diesel,1593000,57242,11,Active,Active,0.3408,0.3729
VEH-05813,Garbage Truck,Ashok Leyland,Captain 3520,2016,PUBLIC WORKS,CNG,4528000,81574,8,Active,Active,0.389,0.5004
VEH-05815,Inspection Van,Maruti Suzuki,Eeco,2023,WATER DEPARTMENT,Diesel,2774000,33020,1,In Service,In Service,0.2265,0.3054
VEH-05816,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2021,WATER DEPARTMENT,Electric,1010000,63082,3,Active,Active,0.3322,0.4394
VEH-05817,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2019,WATER DEPARTMENT,Diesel,2943000,66276,5,Active,Active,0.4372,0.4719
VEH-05818,Water Tender,Tata,ULTRA 812,2014,FIRE DEPARTMENT,Electric,3711000,56096,10,Active,Active,0.328,0.407
VEH-05819,Tipper Truck,Tata,Prima 3130.K,2013,PUBLIC WORKS,Petrol,1087000,47178,11,Active,Active,0.2335,0.2892
VEH-05820,Rescue Van,Force Motors,Traveller,2020,FIRE DEPARTMENT,Diesel,2199000,22957,4,Under Maintenance,Under Maintenance,0.1388,0.1696
VEH-05821,Garbage Truck,Ashok Leyland,Captain 3520,2014,PUBLIC WORKS,Diesel,5891000,48031,10,Active,Active,0.2963,0.382
VEH-05822,Fire Engine,Ashok Leyland,Dost Strong,2019,FIRE DEPARTMENT,Diesel,5583000,71262,5,Under Maintenance,Under Maintenance,0.4563,0.5455
VEH-05823,Prison Van,Tata,Winger,2013,POLICE DEPARTMENT,Diesel,5052000,42111,11,In Service,In Service,0.2686,0.3518
VEH-05824,Motorcycle,Royal Enfield,Bullet 350,2014,POLICE DEPARTMENT,Petrol,1581000,85380,10,Active,In Service,0.4729,0.5381
VEH-05825,Water Tanker,Tata,TIPPER 1618,2012,WATER DEPARTMENT,Diesel,2910000,77608,12,Active,Active,0.4352,0.5376
VEH-05827,Prison Van,Tata,Winger,2017,POLICE DEPARTMENT,CNG,1920000,53920,7,Active,Active,0.3154,0.3998
VEH-05828,Water Tanker,Tata,TIPPER 1618,2018,WATER DEPARTMENT,Diesel,5378000,57757,6,Active,Active,0.4194,0.5391
VEH-05830,Rescue Van,Force Motors,Traveller,2012,FIRE DEPARTMENT,Diesel,5215000,142246,12,Under Maintenance,Under Maintenance,0.7199,0.8079
VEH-05831,Road Roller,CASE,SV210D,2014,PUBLIC WORKS,Petrol,2706000,31348,10,Active,Active,0.2512,0.3418
VEH-05832,Fire Engine,Ashok Leyland,Dost Strong,2020,FIRE DEPARTMENT,Petrol,1082000,68942,4,In Service,In Service,0.3524,0.4581
VEH-05833,Tipper Truck,Tata,Prima 3130.K,2016,PUBLIC WORKS,CNG,1499000,48290,8,Active,Active,0.1892,0.235
VEH-05834,Fire Engine,Ashok Leyland,Dost Strong,2017,FIRE DEPARTMENT,Diesel,1034000,107960,7,Under Maintenance,Under Maintenance,0.6259,0.6658
VEH-05835,SUV,Toyota,Innova Crysta,2015,POLICE DEPARTMENT,Diesel,2250000,105482,9,In Service,Under Maintenance,0.5672,0.6171
VEH-05836,Prison Van,Tata,Winger,2012,POLICE DEPARTMENT,Diesel,3496000,65947,12,Under Maintenance,Under Maintenance,0.3448,0.4419
VEH-05837,Garbage Truck,Ashok Leyland,Captain 3520,2016,PUBLIC WORKS,Diesel,1944000,37573,8,Active,Active,0.2198,0.3191
VEH-05838,Rescue Van,Force Motors,Traveller,2016,FIRE DEPARTMENT,Diesel,3806000,137637,8,Active,Active,0.6904,0.723
VEH-05839,Patrol Car,Maruti Suzuki,Swift Dzire,2016,POLICE DEPARTMENT,Petrol,2330000,26882,8,Active,Active,0.1899,0.2253
VEH-05840,Motorcycle,Royal Enfield,Bullet 350,2017,POLICE DEPARTMENT,Petrol,3330000,58640,7,In Service,In Service,0.2066,0.325
VEH-05841,Fire Engine,Ashok Leyland,Dost Strong,2022,FIRE DEPARTMENT,CNG,2431000,140100,2,Under Maintenance,Under Maintenance,0.6717,0.746
VEH-05842,Inspection Van,Maruti Suzuki,Eeco,2013,WATER DEPARTMENT,Diesel,3914000,67606,11,Active,Active,0.3653,0.4436
VEH-05843,Inspection Van,Maruti Suzuki,Eeco,2012,WATER DEPARTMENT,Diesel,4107000,96582,12,Under Maintenance,Under Maintenance,0.4063,0.4914
VEH-05844,Inspection Van,Maruti Suzuki,Eeco,2013,WATER DEPARTMENT,Electric,5269000,59660,11,In Service,In Service,0.3476,0.4644
VEH-05845,Tipper Truck,Tata,Prima 3130.K,2021,PUBLIC WORKS,Diesel,5091000,72065,3,Under Maintenance,Under Maintenance,0.4556,0.5
VEH-05847,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2016,WATER DEPARTMENT,Electric,2868000,56911,8,Active,In Service,0.2803,0.3172
VEH-05848,Prison Van,Tata,Winger,2016,POLICE DEPARTMENT,Electric,1897000,61110,8,Active,Active,0.3461,0.4223
VEH-05850,Rescue Van,Force Motors,Traveller,2023,FIRE DEPARTMENT,Petrol,3638000,13476,1,In Service,Under Maintenance,0.1025,0.1567
VEH-05851,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2017,WATER DEPARTMENT,Diesel,995000,99370,7,In Service,Under Maintenance,0.4813,0.5509
VEH-05852,Street Sweeper,Tata,LPT 1613,2021,PUBLIC WORKS,Petrol,994000,77869,3,Active,Active,0.4162,0.5091
VEH-05853,Garbage Truck,Ashok Leyland,Captain 3520,2018,PUBLIC WORKS,Electric,1580000,22506,6,Active,Active,0.1085,0.2142
VEH-05854,Tipper Truck,Tata,Prima 3130.K,2020,PUBLIC WORKS,Diesel,4530000,65569,4,In Service,In Service,0.3724,0.473
VEH-05855,Rescue Van,Force Motors,Traveller,2018,FIRE DEPARTMENT,CNG,5268000,109484,6,In Service,In Service,0.5728,0.6554
VEH-05856,Motorcycle,Royal Enfield,Bullet 350,2013,POLICE DEPARTMENT,Petrol,933000,131351,11,Active,Active,0.7604,0.8711
VEH-05857,Water Tanker,Tata,TIPPER 1618,2017,WATER DEPARTMENT,Diesel,5055000,58422,7,Active,In Service,0.3596,0.452
VEH-05858,Inspection Van,Maruti Suzuki,Eeco,2020,WATER DEPARTMENT,CNG,3220000,36404,4,Active,In Service,0.2031,0.3085
VEH-05859,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2018,WATER DEPARTMENT,Diesel,2886000,96467,6,Active,Active,0.5349,0.6007
VEH-05860,Fire Engine,Ashok Leyland,Dost Strong,2013,FIRE DEPARTMENT,Diesel,3632000,32266,11,Active,Active,0.2029,0.2957
VEH-05861,Rescue Van,Force Motors,Traveller,2014,FIRE DEPARTMENT,Electric,5672000,33929,10,In Service,Under Maintenance,0.191,0.2277
VEH-05862,Fire Engine,Ashok Leyland,Dost Strong,2019,FIRE DEPARTMENT,Diesel,3758000,87740,5,Active,Active,0.5436,0.6597
VEH-05863,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2022,WATER DEPARTMENT,Diesel,1344000,99319,2,In Service,In Service,0.5312,0.6179
VEH-05864,Water Tender,Tata,ULTRA 812,2020,FIRE DEPARTMENT,CNG,3253000,48838,4,Active,Active,0.3739,0.481
VEH-05865,Patrol Car,Maruti Suzuki,Swift Dzire,2015,POLICE DEPARTMENT,Electric,5885000,92244,9,In Service,In Service,0.4946,0.5683
VEH-05866,Aerial Ladder Truck,Tata,LPT 2518,2020,FIRE DEPARTMENT,CNG,1649000,60675,4,Active,In Service,0.3513,0.384
VEH-05867,Patrol Car,Maruti Suzuki,Swift Dzire,2013,POLICE DEPARTMENT,Diesel,3203000,39066,11,In Service,In Service,0.2154,0.2897
VEH-05869,Dump Truck,BharatBenz,1617R,2016,PUBLIC WORKS,Diesel,2698000,36122,8,Active,Active,0.2523,0.2882
VEH-05870,Aerial Ladder Truck,Tata,LPT 2518,2022,FIRE DEPARTMENT,Diesel,4799000,23365,2,Active,In Service,0.1574,0.1964
VEH-05871,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2013,WATER DEPARTMENT,Electric,1903000,73308,11,Under Maintenance,Under Maintenance,0.4335,0.4684
VEH-05873,Motorcycle,Royal Enfield,Bullet 350,2012,POLICE DEPARTMENT,Diesel,2511000,82471,12,In Service,In Service,0.4186,0.5039
VEH-05874,Garbage Truck,Ashok Leyland,Captain 3520,2016,PUBLIC WORKS,Diesel,5317000,98154,8,In Service,In Service,0.5349,0.6436
VEH-05875,Fire Engine,Ashok Leyland,Dost Strong,2013,FIRE DEPARTMENT,Electric,4514000,47870,11,Active,Active,0.3166,0.389
VEH-05877,Street Sweeper,Tata,LPT 1613,2019,PUBLIC WORKS,Diesel,2515000,44486,5,In Service,In Service,0.2148,0.2806
VEH-05878,SUV,Toyota,Innova Crysta,2013,POLICE DEPARTMENT,Petrol,3413000,91205,11,In Service,In Service,0.5449,0.6519
VEH-05879,Water Tender,Tata,ULTRA 812,2018,FIRE DEPARTMENT,Diesel,3002000,70286,6,Active,Active,0.2925,0.3366
VEH-05880,Rescue Van,Force Motors,Traveller,2015,FIRE DEPARTMENT,CNG,3334000,98629,9,In Service,In Service,0.5267,0.6083
VEH-05881,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2012,WATER DEPARTMENT,Petrol,1537000,103844,12,In Service,Under Maintenance,0.551,0.6279
VEH-05882,Motorcycle,Royal Enfield,Bullet 350,2022,POLICE DEPARTMENT,Petrol,1825000,80161,2,In Service,Under Maintenance,0.441,0.4802
VEH-05884,Street Sweeper,Tata,LPT 1613,2022,PUBLIC WORKS,Diesel,5835000,15798,2,Active,Active,0.1204,0.194
VEH-05885,Water Tender,Tata,ULTRA 812,2023,FIRE DEPARTMENT,Diesel,5712000,29426,1,In Service,In Service,0.1706,0.2701
VEH-05886,Aerial Ladder Truck,Tata,LPT 2518,2012,FIRE DEPARTMENT,Electric,1289000,97343,12,Active,In Service,0.5498,0.6612
VEH-05887,Fire Engine,Ashok Leyland,Dost Strong,2016,FIRE DEPARTMENT,Electric,3830000,57265,8,Active,In Service,0.2715,0.3677
VEH-05888,Dump Truck,BharatBenz,1617R,2019,PUBLIC WORKS,CNG,4025000,121698,5,In Service,In Service,0.6079,0.6643
VEH-05889,Patrol Car,Maruti Suzuki,Swift Dzire,2012,POLICE DEPARTMENT,Electric,4107000,121507,12,In Service,Under Maintenance,0.6061,0.6454
VEH-05890,Aerial Ladder Truck,Tata,LPT 2518,2020,FIRE DEPARTMENT,Petrol,4139000,72682,4,In Service,In Service,0.4073,0.4846
VEH-05891,SUV,Toyota,Innova Crysta,2014,POLICE DEPARTMENT,Diesel,1120000,94149,10,Active,Active,0.5389,0.5999
VEH-05892,Water Tender,Tata,ULTRA 812,2016,FIRE DEPARTMENT,CNG,3438000,63472,8,Under Maintenance,Under Maintenance,0.3457,0.4264
VEH-05893,Water Tender,Tata,ULTRA 812,2020,FIRE DEPARTMENT,Diesel,812000,46512,4,Active,In Service,0.3098,0.3756
VEH-05894,Inspection Van,Maruti Suzuki,Eeco,2016,WATER DEPARTMENT,Diesel,5574000,65158,8,Under Maintenance,Under Maintenance,0.2916,0.3558
VEH-05895,Aerial Ladder Truck,Tata,LPT 2518,2020,FIRE DEPARTMENT,Diesel,888000,61730,4,In Service,In Service,0.2525,0.3645
VEH-05897,Road Roller,CASE,SV210D,2019,PUBLIC WORKS,Petrol,2049000,93514,5,In Service,In Service,0.5471,0.6373
VEH-05899,Street Sweeper,Tata,LPT 1613,2022,PUBLIC WORKS,Diesel,3148000,50788,2,Active,In Service,0.3122,0.3772
VEH-05900,Aerial Ladder Truck,Tata,LPT 2518,2012,FIRE DEPARTMENT,Petrol,3628000,93544,12,Active,In Service,0.5155,0.6142
VEH-05901,Motorcycle,Royal Enfield,Bullet 350,2015,POLICE DEPARTMENT,CNG,3926000,80090,9,Active,In Service,0.5285,0.6095
VEH-05902,Fire Engine,Ashok Leyland,Dost Strong,2020,FIRE DEPARTMENT,Petrol,5913000,99560,4,Active,Active,0.5129,0.5844
VEH-05903,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2021,WATER DEPARTMENT,Diesel,4864000,62899,3,In Service,In Service,0.4194,0.5369
VEH-05904,Fire Engine,Ashok Leyland,Dost Strong,2019,FIRE DEPARTMENT,Diesel,4968000,55125,5,Active,Active,0.2136,0.2559
VEH-05905,Water Tanker,Tata,TIPPER 1618,2015,WATER DEPARTMENT,CNG,5463000,42925,9,Active,Active,0.2504,0.2949
VEH-05906,SUV,Toyota,Innova Crysta,2023,POLICE DEPARTMENT,Petrol,5537000,82726,1,In Service,In Service,0.4167,0.4974
VEH-05907,Water Tender,Tata,ULTRA 812,2012,FIRE DEPARTMENT,Diesel,5237000,74126,12,Active,Active,0.4449,0.5113
VEH-05908,Prison Van,Tata,Winger,2021,POLICE DEPARTMENT,Electric,4698000,69812,3,In Service,Under Maintenance,0.3786,0.4519
VEH-05910,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2014,WATER DEPARTMENT,Diesel,3928000,35391,10,Active,Active,0.2278,0.2693
VEH-05911,Water Tender,Tata,ULTRA 812,2017,FIRE DEPARTMENT,Diesel,1144000,70794,7,In Service,In Service,0.3908,0.4451
VEH-05912,Tipper Truck,Tata,Prima 3130.K,2022,PUBLIC WORKS,Diesel,864000,38914,2,Active,In Service,0.1951,0.2734
VEH-05913,SUV,Toyota,Innova Crysta,2016,POLICE DEPARTMENT,Electric,905000,26130,8,In Service,In Service,0.1947,0.2421
VEH-05914,Water Tender,Tata,ULTRA 812,2016,FIRE DEPARTMENT,Diesel,5658000,55557,8,Under Maintenance,Under Maintenance,0.3855,0.4911
VEH-05915,Water Tender,Tata,ULTRA 812,2013,FIRE DEPARTMENT,Diesel,2291000,121595,11,Under Maintenance,Under Maintenance,0.6835,0.784
VEH-05916,Inspection Van,Maruti Suzuki,Eeco,2023,WATER DEPARTMENT,Diesel,3761000,98619,1,Active,Active,0.5479,0.629
VEH-05917,Dump Truck,BharatBenz,1617R,2014,PUBLIC WORKS,Diesel,1790000,33771,10,Active,Active,0.1481,0.2226
VEH-05918,SUV,Toyota,Innova Crysta,2022,POLICE DEPARTMENT,Diesel,4737000,74549,2,Under Maintenance,Under Maintenance,0.3572,0.4709
VEH-05920,Water Tender,Tata,ULTRA 812,2013,FIRE DEPARTMENT,Diesel,2640000,60633,11,In Service,Under Maintenance,0.3751,0.4085
VEH-05921,Water Tanker,Tata,TIPPER 1618,2015,WATER DEPARTMENT,Petrol,859000,56865,9,In Service,Under Maintenance,0.3413,0.3914
VEH-05922,Dump Truck,BharatBenz,1617R,2013,PUBLIC WORKS,CNG,4107000,43383,11,Active,Active,0.3188,0.3553
VEH-05923,Inspection Van,Maruti Suzuki,Eeco,2020,WATER DEPARTMENT,Petrol,5348000,52001,4,Active,Active,0.2428,0.3623
VEH-05924,Prison Van,Tata,Winger,2014,POLICE DEPARTMENT,Petrol,1463000,85249,10,Active,In Service,0.4206,0.4886
VEH-05926,Motorcycle,Royal Enfield,Bullet 350,2021,POLICE DEPARTMENT,CNG,2186000,38338,3,In Service,In Service,0.2709,0.3332
VEH-05927,Patrol Car,Maruti Suzuki,Swift Dzire,2017,POLICE DEPARTMENT,Diesel,3065000,36467,7,Active,Active,0.2407,0.3589
VEH-05928,Patrol Car,Maruti Suzuki,Swift Dzire,2012,POLICE DEPARTMENT,Diesel,2535000,62403,12,Under Maintenance,Under Maintenance,0.3521,0.395
VEH-05929,Motorcycle,Royal Enfield,Bullet 350,2022,POLICE DEPARTMENT,Petrol,5514000,78369,2,Under Maintenance,Under Maintenance,0.3709,0.4331
VEH-05930,Road Roller,CASE,SV210D,2021,PUBLIC WORKS,Petrol,2360000,97258,3,Under Maintenance,Under Maintenance,0.5794,0.6342
VEH-05931,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2014,WATER DEPARTMENT,Diesel,5790000,86836,10,Under Maintenance,Under Maintenance,0.4747,0.5758
VEH-05934,Dump Truck,BharatBenz,1617R,2019,PUBLIC WORKS,CNG,4237000,100665,5,Active,In Service,0.5487,0.6569
VEH-05935,Fire Engine,Ashok Leyland,Dost Strong,2013,FIRE DEPARTMENT,Diesel,2184000,65581,11,In Service,In Service,0.3775,0.4403
VEH-05936,Motorcycle,Royal Enfield,Bullet 350,2018,POLICE DEPARTMENT,Petrol,935000,33508,6,In Service,Under Maintenance,0.2025,0.3136
VEH-05937,Prison Van,Tata,Winger,2020,POLICE DEPARTMENT,Diesel,1583000,18400,4,Active,Active,0.08,0.1483
VEH-05938,Inspection Van,Maruti Suzuki,Eeco,2018,WATER DEPARTMENT,Diesel,5638000,66985,6,Active,Active,0.3611,0.4174
VEH-05941,Aerial Ladder Truck,Tata,LPT 2518,2019,FIRE DEPARTMENT,Diesel,5111000,73567,5,Active,Active,0.4155,0.496
VEH-05943,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2014,WATER DEPARTMENT,Diesel,1844000,42452,10,Active,Active,0.2209,0.2572
VEH-05944,Tipper Truck,Tata,Prima 3130.K,2016,PUBLIC WORKS,CNG,3780000,113379,8,In Service,In Service,0.6163,0.7009
VEH-05945,Dump Truck,BharatBenz,1617R,2023,PUBLIC WORKS,Diesel,4208000,47676,1,In Service,In Service,0.2835,0.3872
VEH-05948,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2015,WATER DEPARTMENT,Diesel,1720000,66807,9,Active,Active,0.3435,0.4197
VEH-05949,Motorcycle,Royal Enfield,Bullet 350,2016,POLICE DEPARTMENT,Electric,4502000,56869,8,In Service,Under Maintenance,0.2624,0.3264
VEH-05950,Tipper Truck,Tata,Prima 3130.K,2014,PUBLIC WORKS,Diesel,5513000,101997,10,Active,Active,0.5675,0.6853
VEH-05951,Water Tanker,Tata,TIPPER 1618,2015,WATER DEPARTMENT,Petrol,2517000,60809,9,In Service,In Service,0.3787,0.4917
VEH-05952,Water Tanker,Tata,TIPPER 1618,2016,WATER DEPARTMENT,Diesel,5227000,77001,8,In Service,In Service,0.4372,0.5349
VEH-05953,Patrol Car,Maruti Suzuki,Swift Dzire,2013,POLICE DEPARTMENT,Diesel,3871000,120666,11,Active,In Service,0.6797,0.7484
VEH-05954,Patrol Car,Maruti Suzuki,Swift Dzire,2021,POLICE DEPARTMENT,Diesel,2383000,17491,3,Active,Active,0.1118,0.2294
VEH-05955,Inspection Van,Maruti Suzuki,Eeco,2020,WATER DEPARTMENT,Diesel,4604000,71564,4,In Service,In Service,0.4324,0.4961
VEH-05956,Patrol Car,Maruti Suzuki,Swift Dzire,2021,POLICE DEPARTMENT,Petrol,2948000,78435,3,Active,Active,0.4113,0.5029
VEH-05959,Prison Van,Tata,Winger,2017,POLICE DEPARTMENT,Electric,3423000,41346,7,Active,In Service,0.188,0.2954
VEH-05960,Dump Truck,BharatBenz,1617R,2021,PUBLIC WORKS,Electric,4925000,28137,3,Active,In Service,0.1713,0.2471
VEH-05961,Aerial Ladder Truck,Tata,LPT 2518,2022,FIRE DEPARTMENT,Electric,5721000,93844,2,Active,In Service,0.4772,0.5578
VEH-05962,Dump Truck,BharatBenz,1617R,2014,PUBLIC WORKS,CNG,4617000,81090,10,In Service,In Service,0.5287,0.644
VEH-05963,Rescue Van,Force Motors,Traveller,2022,FIRE DEPARTMENT,Diesel,3243000,34685,2,Active,In Service,0.2036,0.2464
VEH-05964,SUV,Toyota,Innova Crysta,2013,POLICE DEPARTMENT,Diesel,5258000,63234,11,Active,In Service,0.4411,0.5136
VEH-05965,Fire Engine,Ashok Leyland,Dost Strong,2018,FIRE DEPARTMENT,Diesel,3861000,45387,6,Active,Active,0.3428,0.4203
VEH-05966,Garbage Truck,Ashok Leyland,Captain 3520,2019,PUBLIC WORKS,Electric,1323000,22878,5,In Service,Under Maintenance,0.2371,0.3406
VEH-05967,Tipper Truck,Tata,Prima 3130.K,2021,PUBLIC WORKS,Diesel,3981000,52851,3,In Service,Under Maintenance,0.2318,0.3318
VEH-05968,Water Tanker,Tata,TIPPER 1618,2012,WATER DEPARTMENT,Diesel,828000,47788,12,In Service,In Service,0.3025,0.3867
VEH-05969,Garbage Truck,Ashok Leyland,Captain 3520,2017,PUBLIC WORKS,Diesel,5874000,95399,7,In Service,In Service,0.5694,0.6134
VEH-05970,Tipper Truck,Tata,Prima 3130.K,2018,PUBLIC WORKS,Diesel,3508000,117125,6,Under Maintenance,Under Maintenance,0.6677,0.7343
VEH-05971,SUV,Toyota,Innova Crysta,2020,POLICE DEPARTMENT,Diesel,1280000,41424,4,Active,Active,0.2994,0.3376
VEH-05972,Water Tanker,Tata,TIPPER 1618,2023,WATER DEPARTMENT,Petrol,2358000,28162,1,Under Maintenance,Under Maintenance,0.1261,0.1696
VEH-05973,Patrol Car,Maruti Suzuki,Swift Dzire,2014,POLICE DEPARTMENT,Diesel,4226000,48142,10,In Service,In Service,0.2447,0.2951
VEH-05974,Garbage Truck,Ashok Leyland,Captain 3520,2013,PUBLIC WORKS,Petrol,2302000,47654,11,In Service,In Service,0.2653,0.3254
VEH-05976,Street Sweeper,Tata,LPT 1613,2021,PUBLIC WORKS,CNG,2354000,81520,3,Active,Active,0.4784,0.5732
VEH-05977,Inspection Van,Maruti Suzuki,Eeco,2012,WATER DEPARTMENT,Diesel,4071000,66453,12,Under Maintenance,Under Maintenance,0.3641,0.3962
VEH-05978,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2017,WATER DEPARTMENT,CNG,2277000,48133,7,Active,Active,0.2851,0.3936
VEH-05979,Fire Engine,Ashok Leyland,Dost Strong,2020,FIRE DEPARTMENT,CNG,5028000,17407,4,In Service,In Service,0.1703,0.2896
VEH-05980,Aerial Ladder Truck,Tata,LPT 2518,2021,FIRE DEPARTMENT,Diesel,4568000,37799,3,Active,Active,0.1833,0.3001
VEH-05981,Motorcycle,Royal Enfield,Bullet 350,2020,POLICE DEPARTMENT,Petrol,2491000,68124,4,Active,Active,0.3754,0.4436
VEH-05982,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2018,WATER DEPARTMENT,Petrol,4047000,7313,6,Active,In Service,0.1349,0.2009
VEH-05983,Road Roller,CASE,SV210D,2022,PUBLIC WORKS,Diesel,3323000,56866,2,Under Maintenance,Under Maintenance,0.3606,0.4376
VEH-05984,Water Tanker,Tata,TIPPER 1618,2018,WATER DEPARTMENT,Diesel,1081000,89159,6,Active,Active,0.5461,0.6359
VEH-05985,Inspection Van,Maruti Suzuki,Eeco,2019,WATER DEPARTMENT,Petrol,2958000,47297,5,Active,In Service,0.33,0.385
VEH-05986,Sewer Cleaning Truck,Ashok Leyland,Boss 1615,2021,WATER DEPARTMENT,CNG,1484000,30188,3,In Service,Under Maintenance,0.1485,0.2375
VEH-05987,Water Tender,Tata,ULTRA 812,2013,FIRE DEPARTMENT,Diesel,1418000,44521,11,Active,In Service,0.2246,0.2824
VEH-05988,Dump Truck,BharatBenz,1617R,2017,PUBLIC WORKS,Petrol,1631000,84891,7,Active,In Service,0.4842,0.5737
VEH-05989,Motorcycle,Royal Enfield,Bullet 350,2016,POLICE DEPARTMENT,Diesel,3028000,24546,8,In Service,Under Maintenance,0.1347,0.2234
VEH-05990,Street Sweeper,Tata,LPT 1613,2016,PUBLIC WORKS,Petrol,5569000,62115,8,In Service,In Service,0.2662,0.2963
VEH-05991,Water Tanker,Tata,TIPPER 1618,2014,WATER DEPARTMENT,Diesel,4812000,101322,10,In Service,Under Maintenance,0.5856,0.6941
VEH-05992,Rescue Van,Force Motors,Traveller,2014,FIRE DEPARTMENT,Diesel,5237000,150675,10,Active,In Service,0.758,0.8053
VEH-05993,Fire Engine,Ashok Leyland,Dost Strong,2017,FIRE DEPARTMENT,CNG,4626000,86754,7,Under Maintenance,Under Maintenance,0.5056,0.6249
VEH-05994,Water Tender,Tata,ULTRA 812,2023,FIRE DEPARTMENT,CNG,5842000,48827,1,Active,Active,0.2983,0.3778
VEH-05995,Inspection Van,Maruti Suzuki,Eeco,2021,WATER DEPARTMENT,Diesel,4652000,92041,3,Active,Active,0.5101,0.5749
VEH-05996,Motorcycle,Royal Enfield,Bullet 350,2021,POLICE DEPARTMENT,Diesel,4913000,67728,3,In Service,In Service,0.3255,0.3637
VEH-05997,Fire Engine,Ashok Leyland,Dost Strong,2018,FIRE DEPARTMENT,Petrol,5029000,61348,6,In Service,In Service,0.3207,0.412
VEH-05998,Motorcycle,Royal Enfield,Bullet 350,2012,POLICE DEPARTMENT,CNG,4380000,99485,12,Active,Active,0.5695,0.6319
VEH-05999,Rescue Van,Force Motors,Traveller,2014,FIRE DEPARTMENT,Petrol,1861000,52115,10,In Service,Under Maintenance,0.2985,0.4152
VEH-06000,Pipe Maintenance Van,Mahindra,Bolero Pik-Up,2023,WATER DEPARTMENT,Diesel,5849000,41631,1,Active,Active,0.2489,0.3561
VEH-06001,Prison Van,Tata,Winger,2012,POLICE DEPARTMENT,Electric,3300000,138532,12,Under Maintenance,Under Maintenance,0.7171,0.7583
VEH-06002,Water Tanker,Tata,TIPPER 1618,2021,WATER DEPARTMENT,CNG,5113000,35994,3,Active,Active,0.2223,0.2935
VEH-06003,Road Roller,CASE,SV210D,2014,PUBLIC WORKS,Diesel,4954000,76664,10,Active,Active,0.3989,0.4688
VEH-06004,SUV,Toyota,Innova Crysta,2016,POLICE DEPARTMENT,Petrol,3023000,70709,8,In Service,In Service,0.3429,0.4367
VEH-06005,Inspection Van,Maruti Suzuki,Eeco,2020,WATER DEPARTMENT,Diesel,5166000,41886,4,Active,Active,0.2228,0.2774
VEH-06006,Street Sweeper,Tata,LPT 1613,2014,PUBLIC WORKS,CNG,2091000,123673,10,Under Maintenance,Under Maintenance,0.6335,0.7388
VEH-06007,Water Tender,Tata,ULTRA 812,2021,FIRE DEPARTMENT,Diesel,2643000,27346,3,Active,Active,0.0978,0.2125
VEH-06008,Water Tanker,Tata,TIPPER 1618,2021,WATER DEPARTMENT,Diesel,1991000,71068,3,Under Maintenance,Under Maintenance,0.4498,0.5296
VEH-06009,SUV,Toyota,Innova Crysta,2020,POLICE DEPARTMENT,Diesel,1098000,48369,4,Under Maintenance,Under Maintenance,0.2297,0.3431
VEH-06011,Prison Van,Tata,Winger,2017,POLICE DEPARTMENT,Diesel,4173000,78395,7,Active,In Service,0.3895,0.4481
VEH-06012,Street Sweeper,Tata,LPT 1613,2020,PUBLIC WORKS,Petrol,4760000,61237,4,Active,Active,0.2569,0.352
VEH-06013,Tipper Truck,Tata,Prima 3130.K,2023,PUBLIC WORKS,Diesel,2627000,89948,1,Under Maintenance,Under Maintenance,0.5038,0.5738
VEH-06014,Fire Engine,Ashok Leyland,Dost Strong,2016,FIRE DEPARTMENT,Petrol,4635000,29939,8,Active,Active,0.1691,0.2239
VEH-06015,Water Tender,Tata,ULTRA 812,2022,FIRE DEPARTMENT,Petrol,837000,7811,2,In Service,In Service,0.1173,0.1752
VEH-06016,Motorcycle,Royal Enfield,Bullet 350,2021,POLICE DEPARTMENT,Petrol,4747000,18827,3,Active,Active,0.1136,0.2186
